aaaa 晶晶
bsdw 爭睹
bsdw 爭買
bsdy 爭端
bsdy 爭論
bsdy 爭議
bsdy 爭辯
bsdz 爭逐
bsea 服得
bseb 服用
bsee 服滿
bseg 服到
bseh 服役
bseh 服從
bsei 服膺
bsej 服事
bsem 服刑
bsen 服務
bseo 服侍
bseo 服飾
bseq 服毒
bses 服的
bset 服勤
bset 服藥
bsev 服裝
bsew 助瀾
bsew 服眾
bsez 服過
bsff 助燃
bsgs 助勢
bshb 膠乳
bshb 膠膜
bshb 膠體
bshc 助興
bshc 助贊
bshd 膠皮
bshe 膠漆
bshf 膠卷
bshg 膠塊
bshh 膠質
bshi 膠州
bshj 膠囊
bshk 膠布
bshk 膠帶
bshl 膠片
bshn 助航
bsho 膠化
bsho 膠合
bsho 膠袋
bshs 助動
bshs 膠的
bsht 膠著
bsht 膠鞋
bshu 月尾
bshv 膠狀
bshw 膠固
bshw 膠圈
bshx 膠紙
bshx 膠結
bsi  助我
bsiv 助威
bsjk 助教
bskb 助有
bsks 助力
bsm  助一
bsmg 助理
bsmk 助攻
bsml 助工
bsnh 助陽
bsnj 助陣
bso  助人
bsoc 助他
bsop 助念
bsop 助您
bsov 助食
bsq  助手
bsqg 助推
bsrd 貂皮
bsrh 貂鼠
bsri 助戰
bsrl 貂蟬
bsru 助跑
bssa 凸顯
bssc 凸鏡
bssg 凸起
bssi 凸現
bssj 凸輪
bssl 凸版
bssm 凸面
bssn 凸角
bssp 凸性
bssq 助群
bsss 凸凹
bsst 助研
bssu 凸出
bssv 助長
bssw 凸眼
bssx 凸緣
bssy 助於
bssz 凸透
bssz 助的
bstt 助益
bstv 助養
bsuk 月改
bsun 助學
bsun 黽勉
bsva 脹得
bsvb 脹脹
bsvb 賬冊
bsvb 賬目
bsvd 賬本
bsve 脹對
bsve 脹滿
bsvg 脹到
bsvg 脹起
bsvg 脹都
bsvh 賬戶
bsvh 賬房
bsvh 賬簿
bsvi 脹成
bsvk 脹在
bsvk 脹大
bsvk 脹痛
bsvn 賬務
bsvo 助以
bsvo 脹氣
bsvr 脹呢
bsvr 賬單
bsvs 脹的
bsvu 脹出
bsvw 脹了
bsvy 賬上
bsvz 月長
bsvz 脹這
bsxq 助紂
bsyb 助講
bsym 助產
bsyo 助你
bsyr 助詞
bsyr 助語
bsz  月的
bszc 助選
bszy 助這
btba 購得
btbb 購用
btbc 購銷
btbe 購油
btbf 購料
btbg 購地
btbh 購物
btbj 購車
btbk 購有
btbl 購書
btbm 購一
btbm 購票
btbo 購入
btbs 購屋
btbt 購前
btbw 購置
btbw 購買
btby 購辦
btbz 月期
btbz 購進
btca 賺得
btcb 賺賺
btcc 賺錢
btcf 賺少
btcg 賺到
btcj 賺完
btck 賺有
btck 賺頭
btco 賺個
btco 賺蝕
btco 賺飽
btcr 賺嗎
btcs 賺取
btct 腆著
btcw 賺了
btcz 賺些
btcz 賺進
btcz 賺過
btfu 冊卷
btgq 冊封
btjb 胼胝
btjq 胼手
btjz 月華
btkh 膜拜
btkl 膜片
btkv 膜狀
btlv 冊數
btmc 冊頁
btmh 月芽
btnd 冊子
btnd 刪檔
btne 刪減
btnf 刪削
btng 刪去
btnh 刪節
btni 刪成
btnj 刪字
btnj 刪定
btnl 刪補
btnn 刪除
btnq 刪掉
btns 刪改
btnt 刪剪
btny 刪詞
btnz 刪之
btnz 月前
btob 朦朧
btpu 冊包
btrf 膳堂
btrh 膳房
btrj 膳宿
btrl 膳費
btro 膳食
btsb 臟腑
btsr 臟器
btta 髒得
bttb 髒亂
btte 髒水
btts 髒的
bttw 髒話
btub 月朔
btun 岡陵
btuo 岡位
btuu 岡山
btuv 岡巒
btuw 岡田
btva 罔聞
btvh 罔顧
btvy 罔效
btwh 貓兒
btwi 貓熊
btwk 貓頭
btwm 貓王
btwo 貓肉
btwr 貓咪
btww 貓眼
btyk 冊文
btyl 月薪
btyt 冊立
buab 目明
bubo 目部
buce 目錄
bucs 目分
bucu 目鏡
budf 目標
bued 目染
buen 目測
bufm 目光
bufn 鷂子
bugc 目赤
bugg 瞿塘
bugy 目地
buhs 目秀
bui  目我
buio 目次
buiu 目視
bujm 目空
bujq 目擊
bujz 目定
bukb 目有
buks 目力
bul  目中
bum  目一
bumy 目下
buna 剛開
buna 剛關
bunb 剛剛
bunc 剛說
bunc 剛鋪
bunc 剛頒
bund 剛才
bune 剛泡
bune 剛洗
bune 剛滿
bunf 目魚
bung 剛到
bung 剛去
bung 剛賣
bung 剛走
bung 剛趕
bunh 剛毛
buni 剛度
buni 剛成
buni 剛為
bunj 剛完
bunj 剛寄
bunj 剛煮
bunj 剛直
bunj 剛考
bunj 剛轉
bunk 剛在
bunl 剛由
bunl 剛畫
bunl 剛被
bunm 剛巧
bunn 剛強
buno 剛健
bunp 剛性
bunq 剛打
bunq 剛抓
bunq 剛接
bunq 剛搬
bunq 剛生
bunq 剛看
bunr 剛吃
bunr 剛喝
bunr 剛跑
buns 剛加
buns 剛取
buns 剛於
buns 剛破
buns 剛硬
buns 剛聽
bunt 剛落
bunu 剛出
bunv 剛好
bunw 剛回
bunw 剛果
bunw 剛睡
bunw 剛見
bunw 剛買
bunx 剛結
bunx 剛纔
buny 剛毅
bunz 剛送
bunz 剛進
bunz 剛過
bunz 目不
buot 目無
buqv 目表
bus  目的
busd 目屎
bush 布殊
butn 目前
buu  月出
buvo 目以
buwa 目睹
buwg 目眶
buwh 目見
buwi 目眩
buwt 目瞪
buy  目是
buzj 目連
buzk 目送
buzl 目迎
bvbq 妥用
bvbr 妥貼
bvfm 鸚鵡
bvfr 鸚嘴
bvfw 妥當
bvgg 墾地
bvgm 墾丁
bvgm 墾殖
bvgr 墾民
bvgs 墾區
bvgt 墾荒
bvif 妥為
bviv 月娘
bvjs 妥協
bvkb 妥有
bvkt 奚落
bvkz 月收
bvlr 妥帖
bvo  月以
bvpb 懇懇
bvpb 懇辭
bvpg 懇摯
bvpi 懇求
bvpp 懇切
bvps 妥切
bvpy 懇談
bvpy 懇請
bvq  月將
bvs  妥的
bvtr 妥善
bvvb 臘腸
bvvc 臘八
bvvd 臘梅
bvvh 臘質
bvvo 臘肉
bvvr 臘味
bvvx 臘紙
bvwk 妥因
bvz  月後
bvzb 妥適
bwan 腦門
bwbb 腦髓
bwbj 腦肝
bwbk 腦膜
bwbo 腦部
bwbv 腦脹
bwee 腦波
bwej 腦汁
bwek 腦液
bwey 腦海
bwff 腦炎
bwgb 貍貓
bwge 腦殼
bwgf 月黑
bwh  月見
bwhs 腦筋
bwhu 腦兒
bwhy 腦科
bwib 髑髏
bwjg 腦室
bwkb 胭脂
bwks 腦力
bwkw 腦瘤
bwlb 胛骨
bwlg 腦裡
bwlz 腦中
bwmp 腦死
bwnd 腦子
bwnf 腦際
bwo  腦人
bwob 腦內
bwoh 腦傷
bwov 腦袋
bwpi 腦勺
bwpx 腮紅
bwrc 月圓
bws  腦的
bwtc 月異
bwua 覓得
bwub 覓覓
bwun 腦學
bwuo 覓食
bwus 覓取
bwvb 膿胞
bwvb 膿腫
bwve 腦漿
bwvf 月累
bwvk 膿瘡
bwvp 膿包
bwvz 腦後
bwyc 腦顱
bxbe Ｂ股
bxg  月結
bxh  月線
bxhk 月繳
bxr  月給
bxy  月終
bxz  月經
bybg 月望
bydg 丹桂
bydi 丹楓
bydw 丹東
bye  月夜
bygb 臃腫
bygq 丹墀
byhf 丹鳳
byhm 彤雲
byhm 月產
byih 丹參
byji 丹麥
bykh 腋毛
byki 丹丸
bykj 腋窩
bykm 腋下
bykq 腋生
bykz 丹大
bylk 臍帶
bymc 丹頂
bynb 骯髒
bynh 丹陽
byob 骸骨
byon 丹佛
byoo 賅備
bypc 丹頓
bypd 臆想
bype 臆測
bypi 臆度
bypv 臆斷
bypz 丹心
bypz 臆造
byqb 丹青
byqi 丹毒
byra 貼得
byra 貼題
byra 賠得
byrb 貼多
byrb 貼用
byrb 貼貼
byrc 貼錢
byrd 賠本
byre 貼對
byre 貼水
byrf 賠光
byrg 賠款
byrh 貼身
byri 貼成
byri 貼現
byri 賠禮
byrj 貼士
byrj 貼完
byrk 貼在
byrk 貼布
byrk 貼有
byrl 貼補
byro 賠償
byrp 貼切
byrq 賠掉
byrr 貼呢
byrr 貼啦
byrr 貼嗎
byrr 貼足
byrs 貼於
byrs 貼的
byrs 貼緊
byrs 貼耳
byrs 貼那
byrs 賠的
byrt 貼花
byrt 貼著
byrt 貼藥
byru 貼出
byrv 貼好
byrw 貼了
byrw 賠了
byrw 賠罪
byrx 貼紙
byry 貼上
byrz 貼近
bysb 膀胱
bysh 丹砂
bysn 膀子
bysp 丹尼
byss 膀臂
bysz 丹的
bytd 丹藥
byvl 丹娜
byw  丹田
byxm 丹紅
byz  月是
bza  月退
bzbm 體腔
bzbq 體用
bzbr 體貼
bzbu 體貌
bzc  月選
bzcd 體業
bzcs 體分
bzdh 體材
bzdk 體校
bzdm 體查
bzdo 體檢
bzdr 體格
bzeg 體法
bzek 體液
bzet 體溫
bzgf 體熱
bzgm 體壇
bzgo 體高
bzha 體香
bzhc 體積
bzhc 體質
bzhf 體系
bzhg 體重
bzhi 體魄
bzhk 體臭
bzhn 體制
bzhu 體毛
bzhu 體範
bzhv 體委
bzib 體能
bzik 體廠
bzin 體現
bzip 體態
bziq 體專
bzjf 體察
bzji 體寬
bzji 體轉
bzjs 體協
bzjv 體裁
bzk  體大
bzkb 體有
bzks 體力
bzlq 月建
bzm  體一
bzmg 體型
bzmh 體形
bzmi 體式
bzmv 體要
bzmw 體面
bznm 體弱
bznu 體色
bzny 體外
bzo  體人
bzoa 體會
bzob 體內
bzoh 體傷
bzon 體例
bzop 體化
bzot 體位
bzpr 體悟
bzpt 體恤
bzqd 體操
bzqv 體表
bzrd 體味
bzs  體的
bzsg 體壁
bzso 體驗
bzsu 體已
bzsv 體長
bzti 體藝
bzui 月齡
bzvb 腿肚
bzvb 腿腳
bzvb 腿部
bzvb 腿骨
bzvh 腿毛
bzvk 腿力
bzvm 腿酸
bzvn 腿子
bzvn 腿蛋
bzvo 腿傷
bzvo 腿短
bzvo 腿肉
bzvo 體以
bzvs 腿長
bzvy 腿上
bzwn 體罰
bzxp 體總
bzxu 體統
bzy  月這
bzy  體是
bzyb 體育
bzyf 體諒
bzym 體虛
bzyp 體認
bzyv 體衰
bzzy 體這
caa  金昌
caaf 曾照
caar 曾問
caat 曾開
caaz 曾得
caba 曾把
cabe 曾受
cabi 曾多
cabq 曾用
cacb 曾錦
cacu 曾說
cacz 曾交
cadp 曾想
cadt 曾來
caed 曾染
caeq 曾對
cafw 曾當
cagi 曾去
cagn 曾到
cagw 曾賣
cahc 曾與
cahc 錫金
cahd 錫杖
cahd 錫林
cahh 錫箔
cahj 錫克
cahj 錫安
cahm 金星
caho 曾簽
caho 錫罐
cahr 錫器
cahs 錫礦
caht 錫蘭
cahw 曾自
cahx 錫紙
cahx 錫線
caif 曾為
caih 曾參
caim 曾祖
caip 曾憑
caiu 曾視
cajc 銲錫
cajk 曾教
cajm 銲工
cajo 曾做
cajq 銲接
cajr 曾寄
cajs 曾考
cakb 曾有
cakd 曾存
cake 曾獲
cakg 曾在
calb 曾背
cale 曾被
calp 曾患
calw 曾由
cam  曾一
camg 曾至
camu 曾玩
can  金門
cand 曾子
canf 曾孫
cann 曾予
caoa 曾會
caoc 曾領
caog 曾任
caoi 曾愛
caoo 曾入
caop 曾念
caoq 曾傳
caor 曾售
caos 曾作
caov 曾依
caqa 曾拍
caqd 曾採
caqn 曾打
caqo 曾據
caqv 曾按
caqv 曾接
caqw 曾看
caqz 曾提
caru 曾吃
carv 曾喝
casg 金曜
cask 曾改
casp 曾聽
casy 曾於
caun 曾學
cauu 曾出
cav  金關
cavk 曾收
cavo 曾以
cavq 曾將
cawk 曾因
cawm 曾睡
cawy 曾點
cawz 曾買
caxk 曾繳
caxr 曾給
caxz 曾經
cay  曾是
cayb 曾請
cayb 曾講
cayf 曾談
cayk 曾文
caym 曾上
cayn 曾處
cayv 曾讓
caza 曾遭
cazk 曾送
cazq 曾建
cazq 曾達
cazr 曾追
cbba 鍋巴
cbbb 鍋貼
cbbf 鍋爐
cbbi 鍋底
cbbn 鍋子
cbbt 鍋蓋
cbdc 錚錚
cbkg 金雞
cbmq 金冠
cbrc 銅錢
cbrc 銅鑼
cbrd 銅板
cbre 銅漏
cbrf 銅幣
cbrg 銅塊
cbrg 銅壺
cbrg 銅鼓
cbrh 銅管
cbrl 銅版
cbrl 銅牌
cbrm 銅元
cbrm 銅牙
cbrn 銅陵
cbro 銅像
cbrr 銅器
cbrs 銅礦
cbru 銅山
cbrv 銅牆
cbrx 銅線
cbsh 鋤犁
cbsk 鋤頭
cbst 鋤草
cbsv 鋤奸
cbub 鋼骨
cbuc 鋼鐵
cbud 鋼材
cbud 鋼板
cbue 鋼水
cbuf 鋼料
cbug 鋼城
cbuh 鋼筆
cbuh 鋼筋
cbuh 鋼管
cbuh 鋼製
cbui 鋼廠
cbuj 鋼軌
cbuk 鋼架
cbuk 鋼盔
cbul 鋼片
cbum 鋼琴
cbun 金剛
cbuo 鋼條
cbus 鋼刀
cbut 鋼瓶
cbux 鋼線
cbux 鋼纜
cby  金丹
cbzv 金腿
ccbi 貧賤
ccbu 金鋼
ccei 金釵
ccew 貧油
ccfb 貧脊
ccfo 貧家
cchs 貧戶
ccht 貧血
cchz 貧乏
ccib 金鋪
ccii 金錢
ccj  金針
ccjn 貧窮
ccjw 貧富
ccjy 貧寒
cckb 貧瘠
ccnm 貧弱
cco  貧人
ccoa 貧僧
ccob 金鑰
ccoi 金鈴
ccop 貧化
ccor 金谷
ccqv 金錶
ccrb 貧嘴
ccrc 鉛錘
ccrd 鉛板
ccrf 鉛粉
ccrg 鉛塊
ccrh 鉛筆
ccrj 鉛字
ccrm 鉛球
ccrn 鉛彈
ccrp 貧民
ccrs 鉛礦
ccrt 鉛芯
ccrt 鉛華
ccrx 鉛絲
ccs  金分
cctr 貧苦
cctv 貧農
ccue 銳減
ccug 銳志
ccuh 銳利
ccun 銳角
ccuo 銳氣
ccur 銳器
ccuw 銳眼
ccuy 銳意
ccv  金銀
ccw  金鈿
ccwd 貧困
ccwi 金鐲
ccww 貧國
ccy  金鐘
ccyg 貧童
ccyv 貧哀
cczt 貧道
cdb  金相
cdbd 金棗
cdbo 業部
cdcd 業業
cdcs 業分
cdd  業木
cddg 業權
cdfb 鍊丹
cdfc 鍊鋼
cdfc 鍊鎖
cdfn 鍊子
cdfo 業家
cdge 業報
cdgr 金桔
cdhb 業師
cdhb 金橋
cdhg 業種
cdi  業我
cdip 業態
cdja 業者
cdjc 業額
cdje 金枝
cdkb 業有
cdks 業力
cdm  業一
cdm  金本
cdmf 金杯
cdnb 金橘
cdnj 業障
cdns 業務
cdo  業人
cdob 業內
cdod 業餘
cdoo 金檢
cdos 金槍
cdrc 業蹟
cdrr 業品
cds  業的
cds  金榜
cdsu 業已
cdsy 業於
cdtg 金權
cdvo 業以
cdw  金東
cdwl 業界
cdwo 鍊條
cdww 業國
cdxc 業績
cdxz 業經
cdy  業是
cdyg 業主
cdyt 業證
cdzy 業這
ceah 金湯
ceay 錄影
ceaz 錄得
cebq 錄用
cece 錄錄
cede 金波
cef  金源
cegn 錄到
cegu 錄起
ceh  金沙
cehv 錄製
ceil 金洲
ceis 錄成
cejb 金湖
cejc 鋒銳
cejh 鋒利
cejj 錄載
cejk 鋒頭
cejl 錄事
cejm 鋒面
cejs 鋒刃
cejt 鋒芒
cekb 錄有
cekg 錄在
cem  錄一
cemo 錄歌
cemy 錄下
ceoc 錄供
ceoo 錄像
ceow 錄個
ceoy 金海
cerc 鉻鋼
ces  錄的
cese 錄取
cet  金洋
ceta 錄著
ceu  金流
cevo 錄以
cew  錄了
cey  錄是
ceya 錄音
ceym 錄上
cez  金水
cezq 錄過
cfba 銷量
cfbb 銷賬
cfbc 銷金
cfbe 銷滅
cfbg 金堂
cfbg 銷去
cfbg 銷聲
cfbh 銷往
cfbj 銷案
cfbm 銷魂
cfbn 銷子
cfbo 銷售
cfbr 銷路
cfbs 銷的
cfbu 銷毀
cfbw 銷了
cfbw 銷回
cfbz 銷過
cfca 鎖匙
cfcb 鎖骨
cfcc 鎖鏈
cfcc 鎖鑰
cfcd 鎖櫃
cfcg 鎖起
cfch 金粉
cfcj 鎖定
cfcn 鎖孔
cfco 鎖住
cfcs 鎖匠
cfcv 鎖好
cfcw 鎖國
cfcy 鎖上
cfgi 鏜床
cfhc 鈔錄
cfhd 鈔本
cfhf 鈔券
cfhm 鈔票
cfkb 金幣
cfm  金光
cfqh 金券
cfwc 鐺鐺
cgal 鐵閘
cgan 鐵門
cgbj 鐵軍
cgbn 鐵則
cgbu 鐵腕
cgcf 鐵鍬
cgcj 鐵針
cgcj 鐵鏈
cgcl 鐵鏽
cgcm 鐵錘
cgcn 鐵釘
cgcr 鐵鉤
cgcr 鐵鎚
cgcw 鐵鍊
cgdb 鐵桶
cgdb 鐵橋
cgdc 鐵櫃
cgde 鐵板
cgdj 鐵杆
cgdj 鐵杵
cgdk 鐵杖
cgdk 鐵模
cgdp 鐵棍
cgdq 鐵棒
cgdr 鐵椅
cge  鐵水
cgem 鐵渣
cgeo 鐵漢
cgfh 鐵粉
cgfq 鐵拳
cgft 鐵爐
cggi 鐵塊
cggr 鐵塔
cghc 鐵質
cghi 金塊
cghl 鐵管
cghm 鐵扇
cghm 鐵行
cghp 鐵籠
cghq 鐵牛
cghq 鐵筆
cght 鐵盤
cghw 鐵箱
cgia 鐵良
cgid 鐵床
cgik 鐵廠
cgj  金聲
cgjd 鐵案
cgjf 鐵索
cgjn 鐵軌
cgjw 鐵窗
cgjz 鐵定
cgkd 鐵架
cgkf 鐵灰
cgky 鐵頭
cgl  金都
cglz 鐵片
cgme 鐵球
cgmf 鐵票
cgml 鐵工
cgmr 鐵石
cgmv 鐵環
cgmw 鐵面
cgni 鐵蛋
cgo  鐵人
cgod 鐵條
cgog 鐵罐
cgot 鐵餅
cgp  鐵心
cgqb 鐵青
cgqc 鑄鐵
cgqf 鑄幣
cgqi 鑄成
cgqj 鑄字
cgqm 鑄工
cgqn 鐵打
cgqo 鑄件
cgqo 鑄像
cgqy 鑄刻
cgqz 鐵手
cgqz 鑄造
cgr  鐵口
cgrb 鐵嘴
cgrb 鐵蹄
cgrr 鐵路
cgs  金城
cgs  鐵的
cgsb 鐵屑
cgsc 鐵礦
cgsf 鐵馬
cgsg 鐵壁
cgsh 鐵砂
cgsl 鐵匠
cgsm 鐵騎
cgso 鐵尺
cgsr 鐵砧
cgsu 鐵砲
cgtb 鐵幕
cgtp 鐵花
cgtr 金塔
cgtt 鐵蓋
cguc 鐃鈸
cguc 鐵嶺
cguz 鐵山
cgwl 鐵甲
cgwu 鐵圈
cgxf 鐵絲
cgxh 鐵線
cgym 金壇
cgyr 鐵站
cgyt 鐵證
cgyv 鐵衣
cgyz 鐵証
cgzt 鐵道
chat 鑽開
chaz 鑽得
chba 錦昌
chbb 錦雞
chbd 錦標
chbe 錦添
chbf 錦棠
chbf 錦榮
chbf 錦輝
chbg 錦坤
chbh 錦簇
chbi 錦州
chbj 錦囊
chbk 錦帶
chbm 錦玲
chbm 錦石
chbm 錦霞
chbn 錦強
chbn 錦發
chbo 錦儀
chbo 錦全
chbq 錦生
chbt 錦芳
chbt 錦華
chbw 錦田
chbx 錦繡
chby 錦衣
chcb 頒贈
chch 頒行
chck 頒布
chcn 頒發
chco 頒佈
chcq 頒授
chcu 金稅
chcv 頒獎
chcx 頒給
chdo 鎳合
chdz 鑽木
chdz 鑽機
chea 金箔
chec 鍛鍊
chef 鍛煉
chem 鍛壓
cheo 鍛件
cher 鑽洞
chet 金盤
chex 鍛練
chez 鍛造
chfr 鑽營
chfx 鎢絲
chfz 金秋
chgc 鍾錶
chgj 鍾真
chgk 鍾馗
chgn 鑽到
chgo 鍾愛
chgp 鍾情
chgu 鍾山
chgy 鍾意
chgy 鍾離
chgy 鑽地
chh  金竹
chhq 鑽牛
chi  金風
chid 鑽床
chio 金瓜
chir 鑽禧
chit 鑽戒
chjm 鑽空
chjw 金盾
chkg 鑽在
chky 鑽頭
chlc 金質
chlq 金筆
chmc 金兵
chmc 錘鍊
chme 鑽球
chmf 金鳳
chmf 錘煉
chmn 錘子
chmq 錘打
chmr 鑽石
chnd 鑽子
chnf 剃光
chnh 剃毛
chni 剃度
chnk 剃頭
chnm 剃面
chnq 剃掉
chns 剃髮
chnu 鑽孔
chnw 剃了
chnz 金利
chob 鑽飾
choo 鑽入
chp  鑽心
chpl 金印
chq  金牛
chqc 鑽探
chqu 金毛
chr  金和
chrf 金烏
chs  鑽的
chss 金房
chst 鑽研
chta 盆景
chtb 盆腔
chtc 鑽鑿
chte 盆浴
chtg 盆地
chtj 盆栽
chtl 盆裡
chtn 盆子
chtt 盆花
chtt 鑽井
chui 銑床
chus 銑刀
chuu 鑽出
chw  鑽了
chwh 金身
chwr 鑽回
chy  金科
chzo 鑽進
chzq 鑽過
ciak 公映
cian 公門
ciat 公開
ciav 公關
ciba 鋪得
ciba 鋪開
cibe 鋪滿
cibf 公然
cibg 鋪地
cibh 鋪行
cibi 鋪床
cibi 鋪成
cibj 鋪軌
cibk 鋪在
cibk 鋪頭
cibm 鋪下
cibm 鋪天
cibm 鋪面
cibn 鋪陳
cibo 鋪位
cibo 鋪保
cibo 鋪敘
cibp 鋪平
cibq 公用
cibr 鋪路
cibs 鋪展
cibs 鋪的
cibs 鋪砌
cibt 鋪著
cibt 鋪蓋
cibu 鋪出
cibv 鋪好
ciby 鋪設
cicb 頌辭
cicd 公業
cicg 頌聲
cich 頌德
cici 公公
cicm 頌歌
cicq 頌揚
cics 公分
cics 鐮刀
cicv 鐮狀
cicw 頌恩
cicy 頌詞
cicy 頌詩
cicy 頌讚
cicz 公交
cidg 公權
cidk 公模
ciec 鍍鋅
cieg 公法
ciek 公決
ciev 公婆
ciey 公海
ciey 鍍上
ciez 公演
cifg 公堂
cifg 公糧
cifn 公判
cifo 公家
cifr 公營
cige 公報
cigo 公款
cigr 金禧
cigy 公地
cihb 公稱
cihc 公積
cihi 公私
cihk 公筷
cihl 公所
cihl 公斤
cihn 公制
cihn 公劉
cihp 公德
cihp 公物
cihq 公牛
cihr 公告
cihs 公房
ciht 公升
cihv 公鼠
ciia 錢最
ciib 錢財
ciic 錢錢
ciid 錢櫃
ciif 錢幣
ciig 公社
ciih 錢復
ciih 錢物
ciih 錢箱
ciii 錢我
ciij 公庫
ciik 錢有
ciim 錢一
ciin 公廁
ciio 錢債
ciio 錢袋
ciip 錢包
ciir 錢呀
ciis 錢的
ciit 金盞
ciit 錢莊
ciiu 公允
ciiu 公視
ciiv 錢以
ciiv 錢奴
ciiy 錢是
ciiz 錢這
cijb 公寓
cijd 公案
cijg 公釐
ciji 公轉
cijj 公車
cijk 公教
cijl 公事
cijr 公害
ciju 公克
cijv 公安
cijw 公審
cijz 公定
cikb 公有
cikl 公布
cikr 公狗
cilb 金庸
cilc 公費
cilg 公裡
cima 公豬
cimc 公項
cimf 公示
cimg 公厘
cimh 公元
cimi 公式
ciml 翁虹
cimo 翁仲
cimu 公電
cimv 翁姑
cimz 公正
cin  公不
cind 公子
cine 公函
cinf 公孫
cins 公務
cioa 公會
ciob 公佈
cioc 公債
ciod 公保
cioe 公假
cioh 公傷
ciok 公使
ciok 公侯
cioo 公僕
cior 公館
cioy 公信
cipc 公頃
cipj 公平
cipp 公比
ciqe 公投
ciqg 公推
ciqk 公契
ciqq 公爵
circ 公噸
cirg 公哩
cirp 公民
cirr 公路
cis  公的
cisa 公職
cisf 公馬
cisg 公屋
ciso 公尺
cisp 公聽
cisr 公司
citc 公共
citg 公墓
citi 公義
citm 公差
citq 公羊
citt 公益
ciun 公學
ciur 公岩
ciuu 公出
civa 公娼
civb 公帑
civf 公媽
civl 公斷
ciw  公了
ciw  公田
ciwa 公署
ciwg 公里
ciwo 公眾
ciwv 公園
ciww 公國
cixi 公約
ciya 公諸
ciyb 公論
ciye 公設
ciyg 公主
ciyj 公章
ciyj 公評
ciyj 公辦
ciyk 公文
ciym 公產
ciyo 公畝
ciyp 公認
ciyr 金店
ciys 公方
ciyt 公立
ciyt 公證
ciyu 公親
ciyy 公訴
ciyz 公証
ciz  金戈
cizt 公道
cjbf 針炙
cjbl 針腳
cjca 鎮日
cjca 鎮暴
cjce 鎮江
cjce 鎮海
cjch 鎮反
cjcj 鎮定
cjck 鎮痛
cjcl 鎮中
cjcm 鎮壓
cjcn 鎮名
cjcp 鎮心
cjcq 鎮靜
cjcr 鎮民
cjcs 鎮長
cjcx 鎮紙
cjcy 鎮上
cjcz 鎮遠
cjdn 針刺
cjeg 針法
cjeq 針對
cjfk 針尖
cjhl 針管
cjhr 針筒
cjht 針盤
cjhv 針鼴
cji  金資
cjj  金車
cjky 針頭
cjmc 金寶
cjn  金字
cjnf 針灸
cjnu 針孔
cjpn 金寧
cjqr 針拮
cjr  針口
cjrb 針嘴
cjrc 金額
cjrm 鎔融
cjro 鎔化
cjrt 鈷藍
cjsz 針的
cjsz 針砭
cjtc 金賽
cjtd 針葉
cjvk 針狀
cjvs 銨鹽
cjvz 金安
cjwv 針眼
cjxa 針織
cjxh 針線
cjyn 針劑
cjyu 針氈
cjzn 錠子
cjzy 錠劑
ckci 釜底
ckcu 釜山
ckdg 父權
ckes 鎩羽
ckgi 父執
ckhb 父師
ckhb 金獅
ckhf 父系
ckhg 父皇
ckj  金帶
ckjl 父事
ckkp 父老
ckld 斧柄
cklf 斧削
cklj 父輩
cklk 斧頭
cklm 斧正
ckln 斧子
cklu 斧山
ckmg 父王
cknc 爹爹
cknd 父子
ckng 爹地
cknr 父名
cknv 爹娘
ckoi 父愛
ckol 父命
ckru 父兄
cks  父的
cksa 父職
ckti 父蔭
cktp 父慈
ckuc 爸爸
ckus 爸的
ckuv 爸媽
ckv  父女
ckwi 父母
cky  父是
ckyu 父親
clbu 金蠅
clc  金貴
clcl 丫丫
clj  金牌
cljp 金蛇
clky 丫頭
clll 金川
cllo 鏽蝕
clmv 丫環
clnd 丫子
clrj 金蟬
clvj 鏤空
clvy 鏤刻
clws 鈾礦
clyo 金蠔
clz  金片
cmar 金碧
cmbi 金融
cmfh 鏢師
cmfj 鏢客
cmfs 鏢局
cmft 金盃
cmgi 金玉
cmh  金元
cmhd 金珠
cmja 金豬
cml  金工
cmna 釘得
cmnb 釘腳
cmnc 釘釘
cmnc 釘錘
cmnd 釘槍
cmnf 釘尖
cmng 釘到
cmni 釘床
cmni 釘成
cmnj 釘牢
cmnk 釘在
cmnk 釘痕
cmnk 釘頭
cmnl 釘牌
cmnm 釘死
cmnn 釘子
cmno 釘住
cmns 釘的
cmns 釘緊
cmnt 釘鞋
cmnu 釘出
cmnv 釘好
cmnv 釘後
cmnv 釘裝
cmnw 釘了
cmny 釘上
cmnz 釘這
cmr  金石
cmsc 兮兮
cmsh 鈣質
cmsl 鈣片
cmso 鈣化
cmsv 鈣奶
cmsy 鈣劑
cmvh 金牙
cmwh 鐳射
cmz  金一
cnah 金陽
cnau 金色
cncn 弟弟
cnd  金子
cnf  金魚
cngc 鈕釦
cnge 金陵
cngn 鈕子
cngn 鈕孔
cngq 鈕扣
cnhq 弟等
cnnd 弟子
cnnr 弟名
cnob 欽賜
cnoc 欽欽
cnoi 欽州
cnoj 欽定
cnok 欽犯
cnoo 欽佩
cnot 欽差
cnot 欽慕
cnot 欽敬
cnot 欽羨
cnow 欽點
cnoz 欽此
cnpo 金陶
cnri 銘感
cnrl 銘牌
cnro 銘傳
cnrp 銘心
cnrs 銘賢
cnru 弟兄
cnry 銘文
cns  弟的
cntc 錳鐵
cntp 弟恭
cnvb 弟婦
cnvj 弟妹
