aaalx 晶片組
kmmr  大理石
kmqf  左手掌
kmrk  大哥大
kms   大型的
kmvm  左好耐
kmym  大致上
kmyn  左上角
kmzos 症候群
knbl  九月初
knbo  九月份
kncc  九八八
kncf  九八五
kncj  九八七
knck  九八九
kncm  九八一
kncm  九八三
kncm  九八二
kncm  九八零
knco  九八年
kncs  九鐵的
kncw  九八四
kncy  九八六
kndks 存在於
kndks 存在的
kndkt 存在著
kndyk 存放在
kndys 存放於
knfc  九五八
knfk  九五九
knfo  九五年
knfy  九五六
knhm  九千元
knht  九重葛
knjc  九七八
knjc  九十八
knje  九寨溝
knjf  九七五
knjf  九十五
knjf  大小寫
knjj  九十七
knjk  九七九
knjk  九十九
knjm  九七一
knjm  九七三
knjm  九七二
knjm  九七零
knjm  九十三
knjm  九十二
knjo  九七年
knjo  九十年
knjt  九十萬
knjw  九七四
knjw  九十四
knjy  九七六
knjy  九十六
knkc  九九八
knkf  九九五
knkj  九九七
knkk  九九九
knkm  九九一
knkm  九九三
knkm  九九二
knkm  九九零
knko  九九年
knkw  九九四
knky  九九六
knmc  九一八
knmf  九三五
knmj  九三七
knmk  九一九
knmk  九二九
knmm  九三三
knmm  九二一
knmo  九一年
knmo  九三年
knmo  九二年
knmo  九零年
knmt  九百萬
knmy  九二六
knob  九個月
knok  大小便
knom  九億元
knrm  大角咀
knsv  大發展
kntm  九萬元
knvo  大可以
knw   大不了
knwc  九四八
knwf  九四五
knwk  九四九
knwm  九四一
knwo  九四年
knyc  九六八
knyd  九龍東
knye  九龍灣
knyf  九六五
knyg  九龍城
knyg  九龍塘
knyk  九六九
knym  九六一
knym  九六三
knym  九六二
knym  九龍西
knyo  九六年
knys  九龍區
knyw  九六四
knyy  九六六
knzo  九運會
koaf  大合照
kocd  大企業
kofg  大會堂
kohu  大伙兒
koir  大飯店
kojl  大件事
koohd 夾竹桃
kook  大氣候
kool  大使館
kora  大合唱
korrk 痴呆症
kos   大會的
kosa  大氣層
koym  大會上
kpav  老闆娘
kpbk  老朋友
kpbn  老服務
kpee  老婆婆
kper  大快活
kphc  老師說
kpho  老師傅
kphs  老師的
kphu  老師們
kpjc  老實說
kpjr  老字號
kpke  老太婆
kpkk  老太太
kpkm  老大哥
kpml  老一輩
kpmv  老百姓
kpof  老人家
kpon  老人院
kpoo  老年人
kpos  老人的
kpqn  老夫子
kpqq  老先生
kpqt  大比拼
kpron 狗仔隊
kptl  老前輩
kpwl  大世界
kpzrk 癡呆症
kqag  大批量
kqbeg 猜測到
kqbfy 猜燈謎
kqdk  大規模
kqdw  大排檔
kqhq  大手筆
kqmn  大提琴
kqvk  大抽獎
krfsj 駕駛者
krfsr 駕駛員
krmn  右下角
krot  大單位
krqf  右手掌
kruxb 癌細胞
kryn  右上角
krzo  大躍進
ksat  大聯盟
kshf  大尾篤
kskd  大屠殺
ksmb  大驟雨
ksuws 犯罪的
ktac  大難題
ktehe 獲香港
kteho 獲委任
ktemi 獲政府
kteqo 獲提供
ktess 獲取的
ktezi 獲選為
kthq  大藍籌
ktqz  大前提
ktwkj 猶太教
ktwko 猶太人
ktwv  大觀園
ktxm  大藏經
kueg  大學法
kuqm  大學生
kus   大學的
kuu   大嶼山
kvbk  大姐大
kvkd  狠狠地
kvtg  大災難
kwml  大罷工
kwo   大男人
kwop  大眾化
kws   大眾的
kwwb  大眼睛
kxgr  大細超
kxiy  大約是
kxkb  大約有
kxkg  大約在
kxrr  大細路
kxww  大綱圖
kxy   大約是
kyas  大新聞
kyfo  大贏家
kygh  大市場
kyhb  大方向
kyjk  大主教
kykk  頭耷耷
kyzk  大放送
kzbf  知多少
kzdw  大道東
kzhm  大遊行
kzl   大道中
kzmc  大道西
kzni  知名度
kznk  知不知
kzpo  知情人
kzrk  知唔知
kzym  知識型
kzys  知識的
kzzi  知道我
kzzk  知道有
kzzr  知道嗎
kzzv  知道她
kzzw  知道了
kzzz  知道這
laac  中問題
labn  書服務
ladq  中關村
lady  書本上
lamy  書面語
lao   中間人
las   中間的
layj  書記官
lbig  中央社
lbs   中央的
lccs  貴公司
lccs  貴金屬
lcif  貴州省
lcnc  貴子弟
leag  被問到
lean  被問及
lebn  被刪除
ledq  被檢控
lefy  被判處
legs  中港城
lehi  被告席
lehi  被稱為
lehi  被譽為
leho  被告人
lehs  被告的
leir  中港台
leiu  被我們
lejj  被裁定
lejo  被害人
lejrr 蜂鳴器
lemi  被列為
lemi  被政府
lemo  被一個
lemo  被列入
leni  被發現
leob  被使用
leou  被他們
leqb  被接受
leqc  被撤銷
leqg  被拖走
leqh  被扣留
leqn  被揭發
leqx  被拒絕
leqy  被批評
leto  被其他
leyi  被評為
leyi  被認為
leyj  被訪者
lezh  被送往
lezi  被選為
lezy  被遺忘
lezy  被遺棄
lgiu  裡我們
lgmk  裡面有
lhafm 帕米爾
lhde  版權法
lheu  中香港
lhhl  中秋節
lhhs  中移動
lhkb  中所有
lhnu  中科院
libbc 補助金
libdo 補地價
libjo 補空位
libsi 補習社
libsm 補習班
libyc 補充說
litd  中成藥
lium  中我們
ljal  牌照費
ljble 蝴蝶灣
ljey  中南海
ljphn 蛇吞象
lkav  中有關
lkbi  史丹福
lkjt  史密斯
lkzd  史達林
lkzi  史迪威
llchs 順風耳
llhcl 暢銷書
llhy  中史科
lmbo  中西部
lmiq  中政府
lmmv  中需要
lmnao 劃時代
lmnci 劃分為
lmop  中石化
lmos  中工作
lmow  中一個
lmpee 北潭涌
lmpez 北海道
lmpfm 北半球
lmpie 北冰洋
lmpte 北美洲
lmpyg 北京城
lmpyo 北京人
lmpys 北京的
lmpyy 北京市
lmrh  虹吸管
lmsr  中西區
lmsw  中西醫
lncbs 費用的
lncby 費周章
lncmh 費唇舌
lncqb 費手腳
lnll  鬥蟋蟀
lnmg  中小型
lnoz  中小企
lnun  中小學
lnvo  中可以
lobq  中使用
lodw  中低檔
loeho 複製人
loehr 複製品
loeyp 複雜性
lolv  中位數
loo   中介人
loor  中任何
lorlo 蜘蛛俠
lorlx 蜘蛛網
loum  中他們
lpbdl 背地裡
lpbel 背對背
lpbfb 背脊骨
lpbwc 背黑鍋
lpqr  中包括
lps   中心的
lpsr  中心區
lpsr  中情局
lpvq  中心將
lpwy  中心點
lpxu  中世紀
lqoc  中提供
lshb  中醫師
lslq  初中生
lsnu  中研院
lstb  中長期
lstd  中醫藥
lsuj  初學者
lsun  中醫學
lsxm  初級班
lsxx  初級組
lsyj  中聯辦
ltdc  盡本分
ltdh  中藥材
ltel  中美洲
lthp  中期息
ltni  盡可能
ltno  中華隊
ltoj  盡人事
ltok  盡全力
ltph  盡快與
lttd  中草藥
lttn  盡義務
ltxv  中華網
ltyk  中英文
lubo  中學部
lufg  中山堂
luqm  中學生
luxb  中學組
luyl  中山市
lvcc  數分鐘
lvho  數千年
lvjo  數十個
lvjo  數十年
lvjo  數字化
lvjs  數字的
lvjt  數十萬
lvjy  數字是
lvml  數一數
lvmn  數百名
lvmo  數百人
lvmo  數百年
lvmt  數百萬
lvna  數小時
lvoa  數年間
lvob  數個月
lvqd  數據機
lvqi  數據庫
lvqs  數據的
lvse  數碼港
lvso  數碼化
lvsz  數碼通
lvuf  數學家
lvuh  數學科
lvuh  數學系
lwaa  由明日
lwey  中國海
lwfxc 螺絲釘
lwfxl 螺絲帽
lwfxs 螺絲刀
lwha  中國籍
lwhe  由香港
lwiu  由我們
lwka  由有關
lwlm  中國畫
lwlw  由中國
lwlyg 申請到
lwlyj 申請者
lwlyl 申請書
lwlyo 申請人
lwlyq 申請表
lwlyw 申請了
lwmi  中國式
lwmi  由政府
lwmmy 畫面上
lwmo  由一個
lwno  中國隊
lwo   中國人
lwoa  由今日
lwog  由他去
lwop  中國化
lwoq  中國舞
lwou  由他們
lwpnd 曳引機
lws   中國的
lwto  由其他
lwzn  中國通
lxhv  中紀委
lybhw 鬧笑話
lybpx 鬧情緒
lybrr 鬧哄哄
lybto 鬧革命
lybyw 鬧意見
lycs  非金屬
lydm  中譯本
lyfg  非常高
lyfk  非常大
lyfv  非常好
lyfz  非常之
lygr  非賣品
lyhb  中文稿
lyhf  中文系
lyhy  中文科
lyih  非牟利
lyjn  中文字
lyjy  非官方
lyla  中文書
lylh  中文版
lymh  非一般
lymi  非政府
lymm  非正式
lymp  非理性
lymsi 翡翠台
lynr  中文名
lyop  中文化
lyor  非會員
lypm  非必要
lytm  非典型
lyye  非主流
lziu  片麻岩
maaa  一時間
maac  一問題
maar  百日咳
mabo  百多年
macm  百分百
macp  百分比
macw  百分點
macy  百分率
macz  百分之
madms 厚厚的
magw  百壽圖
majh  百寶箱
make  百老匯
mall  百褶裙
mamj  百三十
mamzd 醒過來
maod  百年來
maoi  百貨店
maop  百份比
maoz  百份之
mapl  百忙中
maql  百摺裙
matb  一星期
matj  百葉窗
matm  百萬元
matz  百慕達
mavr  一開始
mayf  一早就
mazd  一日遊
mbag  而得到
mbav  而得以
mbbg  而受到
mbbi  而且能
mbbk  而且在
mbbk  而且有
mbbo  而且會
mbby  而且是
mbbz  而且還
mbcs  一部分
mbek  而沒有
mbes  而對於
mbfa  而當時
mbhe  而香港
mbhk  而所有
mbia  而現時
mbik  而現在
mbiss 而成的
mbiu  而我們
mbiy  而應該
mbka  而有關
mbks  而在於
mbkz  而有些
mblw  而中國
mbmi  而政府
mbmm  而需要
mbna  而不得
mbng  而引起
mbni  而不能
mbni  而可能
mbnm  而不要
mbno  而不會
mbns  而發展
mbnv  而可以
mbny  而不是
mbob  而使用
mboe  而無法
mboh  一月份
mboh  一部份
mbop  一體化
mboq  一周年
mbou  而他們
mbou  而作出
mbpeg 麗港城
mbph  而必須
mbqo  而提供
mbto  而其他
mbvby 耍把戲
mbvrd 耍嘴皮
mbvtt 耍花樣
mbwch 雷頌德
mbwnm 雷陣雨
mbym  而是要
mbyq  而是指
mbzg  而達到
mbzo  而這個
mbzz  而這些
mcan  西門子
mcco  一八八
mccy  一分鐘
mcdd  西柏林
mcee  西灣河
mceee 酸溜溜
mcer  西沙路
mcet  西洋菜
mcett 酸葡萄
mceu  西海岸
mceye 酸辣湯
mceyi 酸鹼度
mceyo 酸鹼值
mcfh  西營盤
mcfu  西半山
mcfv  一八五
mcjb  西南部
mcju  一八七
mcjy  西安市
mckn  一八九
mcks  一分力
mcky  西九龍
mclb  西北部
mcly  西北方
mcmm  西班牙
mcms  西貢區
mcmw  西雅圖
mcnd  一分子
mcwc  一八四
mcyc  一八六
mcyo  西方人
mcyss 西方的
mczy  西遊記
mddq  一棵樹
mdemj 玻璃窗
mdgn  一想到
mdki  一整套
mdla  一本書
mdmk  一整天
mdzlh 歷史科
mdzlh 歷史系
mdzlp 歷史性
mdzlu 歷史學
mdzod 歷年來
mem   一對一
mfbm  原則下
mfbp  原則性
mfbs  原則的
mfby  原則上
mfdf  原材料
mfdo  原來係
mfdy  原來是
mfdy  原本是
mfdz  原來這
mffq  一半半
mfhk  原動力
mfimb 飄飄然
mfks  原有的
mfnh  原子筆
mfnn  原子彈
mfo   一家人
mfoj  原作者
mfor  原住民
mfrby 否則就
mfrjs 否定的
mfrmm 否需要
mfs   一半的
mfsr  原居民
mfvs  原始的
mfwy  原因是
mfyd  原產地
mfyi  原諒我
mfyl  原計劃
mgas  王昭君
mgdt  一起來
mgfh  王家衛
mggi  一起去
mggn  一起到
mghm  王秀琳
mgip  王永平
mgit  王府井
mgitt 玉蘭花
mgiwh 玉蜀黍
mgkf  王老五
mgkj  王力宏
mgkkh 致癌物
mgkks 致力於
mgkmi 致政府
mgkmm 致電二
mgkoo 致命傷
mgkos 致命的
mgoy  一封信
mgqq  王先生
mgs   一起的
mgted 弄清楚
mgym  一起上
mhdmn 珠三角
mhdmr 殊死戰
mhdnk 殊不知
mhetm 覆蓋面
mhety 覆蓋率
mheu  一香港
mhfg  元五墳
mhgsz 雅加達
mhicp 醜八怪
mhie  一季度
mhif  一般為
mhih  元州街
mhis  元朗區
mhiu  元我們
mhm   一千元
mhm   一系列
mhmh  一千元
mhmi  一千零
mhmn  一系列
mhnh  元不等
mho   一種人
mho   一般人
mho   一行人
mhow  一千個
mhpm  一般性
mhpq  元包括
mhs   一般的
mhtb  一千萬
mhulf 霓虹燈
mhuxf 霓紅燈
mhvk  一等獎
mhvo  一般以
mhwa  一番話
mhy   一向是
mhy   一種是
mhzq  一筆過
miegy 球場上
mieru 球員們
migay 至晚上
migfk 至少在
migfk 至少有
migfy 至少是
mighe 至香港
migl  一次都
migmo 至一個
migom 至今天
migoo 至今仍
migos 至今的
migpq 至包括
migto 至其他
miihh 殘留物
miiko 殘疾人
miioh 殘餘物
mioj  式住宅
mipm  一次性
mizq  一次過
mjaz  一定得
mjcoo 殯儀館
mjeq  一直對
mjgl  一直都
mjhv  一定很
mjib  一定能
mjjj  一輛車
mjkb  一定有
mjkg  一直在
mjkmn 敢死隊
mjlj  一窩蜂
mjmrd 殖民地
mjmrj 殖民者
mjmv  一定要
mjnhs 刊物的
mjnjs 刊載於
mjnnk 刊登在
mjnym 刊主頁
mjoa  一定會
mjrr  一定唔
mjvo  一直以
mjy   一定是
mjy   一直是
mjyz  干諾道
mkaj  一大早
mkbo  天然氣
mkbs  天然的
mkco  一九八
mkct  天頌苑
mkda  天地間
mkew  天水圍
mkey  天津市
mkfp  天耀
mkfv  一九五
mkgdh 壓根兒
mkgg  一大堆
mkghi 壓箱底
mkgjk 壓克力
mkgkm 壓力下
mkgop 壓倒性
mkgxd 壓縮機
mkgzc 壓歲錢
mkhe  天鵝湖
mkhi  天后廟
mkhi  天秤座
mkhq  一大筆
mkiu  天我們
mkja  天安門
mkjs  天真的
mkjt  天富苑
mkju  一九七
mkkn  一九九
mkli  天蠍座
mklz  一大片
mkmg  一大班
mkmi  一九零
mkmm  一九三
mkmm  一九二
mkmp  天瑞
mkms  天下的
mkmu  天王山
mkow  天氣圖
mkqp  一大批
mkqs  天生的
mksl  一剎那
mksq  一大群
mktd  天花板
mkueh 醃漬物
mkwc  一九四
mkyc  一九六
mkyi  天文台
mkyj  天主教
mkyu  天文學
mkzh  一大步
mlbh  工具箱
mlbl  工具書
mlbm  工具列
mlbn  工服務
mlcb  工業用
mlcd  工業村
mlco  工業化
mlcp  工業
mlcs  工業區
mlcs  工業的
mlcw  工業界
mlcw  工業署
mlgoq 班代表
mlgxm 班網頁
mlgyo 班主任
mlhb  工程部
mlhh  工程師
mlhh  工程所
mlhh  工程系
mlho  工程會
mlhu  工程學
mlhw  工程署
mlkaa 更顯得
mlkbo 更多人
mlkby 更多新
mlked 更清楚
mlkek 更沒有
mlkeo 更深入
mlkes 更準確
mlkfb 更精彩
mlkgz 更高達
mlkhd 更積極
mlkhm 更重要
mlkie 更廣泛
mlkim 更成功
mlkiy 更應該
mlkja 更容易
mlkkh 更有利
mlkks 更大的
mlkky 更希望
mlkky 更有效
mlkmi 更一度
mlkmm 更需要
mlkni 更不能
mlkni 更可能
mlknk 更可在
mlknm 更不要
mlkno 更不會
mlknv 更可以
mlkny 更不是
mlkoe 更何況
mlkok 更會在
mlkom 更全面
mlkoo 更令人
mlkot 更年期
mlkpq 更包括
mlkqo 更提供
mlkqu 更指出
mlkqz 更先進
mlkrd 更嚴格
mlkrh 更嚴重
mlksj 更緊密
mlktj 更甚者
mlktv 更美好
mlkuj 更豐富
mlkvd 更好地
mlkvs 更好的
mlkwn 更了解
mlkyj 更衣室
mlkyl 更新版
mlkyw 更新了
mlkyx 更詳細
mlkzo 更適合
mlnd  一輩子
mlns  工務局
mloa  工作日
mloa  工作時
mloa  工作量
mloa  工作間
mloat 兩星期
mlob  工作部
mlobc 兩部分
mlocc 兩分鐘
mlog  工作坊
mloh  工作所
mloi  工作台
mloj  工作室
mloj  工作者
mlojg 兩者均
mlojg 兩者都
mlokf 兩大類
mlol  工作中
mlom  工作天
mlome 兩面派
mlomf 兩面光
mlomo 兩三年
mlon  工作隊
mlona 兩小時
mloo  工作會
mlooa 兩年間
mloob 兩個月
mloob 兩年多
mlooj 兩件事
mloom 兩人一
mlooo 兩個人
mloos 兩年的
mloov 兩年後
mlopw 兩句話
mloq  工作表
mlor  工作員
mlor  工作單
mlorc 兩兄弟
mloss 工作的
mlous 兩岸的
mlowj 兩回事
mlowy 兩國論
mlox  工作組
mloy  工作上
mloy  工作站
mloy  工作證
mloym 兩方面
mlsn  工研院
mlso  工展會
mlso  工聯會
mltr  工藝品
mlun  工學院
mlww  一中國
mlyc  工商業
mlyq  工讀生
mlys  工商局
mlys  工商聯
mlyw  工商界
mma   一兩日
mmbia 需求量
mmbis 需求的
mmbjf 需資料
mmbmb 需要用
mmbmg 需要再
mmbmg 需要去
mmbmj 需要做
mmbms 需要的
mmbo  二月份
mmbob 需使用
mmcaa 項問題
mmcbn 項服務
mmce  二分法
mmcjf 項資料
mmcka 項有關
mmcm  二八二
mmcmo 項工作
mmcpq 項包括
mmcqy 項措施
mmcs  一百分
mmcw  二八四
mmfc  二五八
mmfd  一百米
mmfer 示波器
mmfij 示威者
mmfk  二五九
mmfyw 示意圖
mmgb  一而再
mmhd  二房東
mmhe  二香港
mmhh  二等兵
mmhi  二季度
mmhm  二千元
mmhm  二千零
mmho  二千人
mmho  二千年
mmhq  二重奏
mmhr  二重唱
mmht  二千萬
mmhv  二等獎
mmib  二郎腿
mmijf 雲南省
mmio  一兩次
mmiwm 雲母石
mmjc  二十八
mmjc  二十分
mmjf  二十五
mmjj  二七七
mmjj  二十七
mmjk  二十九
mmjm  二七三
mmjm  二十三
mmjm  二十二
mmjn  二十名
mmjo  二十億
mmjo  二十年
mmjt  二十萬
mmjw  二七四
mmjw  二十四
mmjy  二十六
mmkm  二九二
mmmae 三明治
mmmae 三星灣
mmmas 三日的
mmmat 三星期
mmmbi 三月底
mmmbo 三月份
mmmbw 三部曲
mmmc  一頁頁
mmmc  二二八
mmmcc 三分鐘
mmmcm 三分球
mmmcx 三八綫
mmmds 三棟屋
mmmea 三溫暖
mmmf  二百米
mmmh  一百元
mmmhi 三季度
mmmhm 三千元
mmmho 三千人
mmmht 三千萬
mmmi  一百零
mmmif 三成半
mmmj  二二七
mmmja 三十日
mmmjc 三十八
mmmjc 三十分
mmmjf 三十五
mmmjj 三十七
mmmjj 三輪車
mmmjk 三十九
mmmjm 三十一
mmmjm 三十三
mmmjm 三十二
mmmjm 三十天
mmmjn 三十名
mmmjo 三十億
mmmjo 三十年
mmmjo 三十條
mmmjt 三十萬
mmmjw 三十四
mmmjx 三字經
mmmjy 三十六
mmmjy 三字詞
mmmjz 三十歲
mmmk  一兩天
mmmk  二三九
mmmkf 三大類
mmmlw 三中國
mmmm  一二三
mmmm  一零二
mmmm  二二一
mmmm  二百元
mmmm  二零一
mmmm  二零零
mmmmm 三百元
mmmmo 三百人
mmmmt 三百萬
mmmmw 三至四
mmmna 三小時
mmmne 三角洲
mmmnh 三不管
mmmnh 三階段
mmmnm 三角形
mmmo  二百人
mmmo  二百個
mmmoa 三年時
mmmob 三個多
mmmob 三個月
mmmod 三年來
mmmoh 三人行
mmmoh 三年制
mmmoj 三個字
mmmom 三億元
mmmom 三合一
mmmoo 三個人
mmmoo 三合會
mmmoo 三年內
mmmos 三年的
mmmot 三年期
mmmox 三年級
mmmpm 三比一
mmmrc 三兄弟
mmmt  二百萬
mmmtm 三萬元
mmmty 三藩市
mmmw  二三四
mmmwf 三四五
mmmwk 三四九
mmmwm 三四二
mmmwo 三四年
mmmxr 三級跳
mmmyc 三商銀
mmmye 三文治
mmmym 三方面
mmmyn 三文魚
mmna  二小時
mmnd  一下子
mmo   一班人
mmob  二個月
mmom  二億元
mmon  一面倒
mmoq  一百年
mmoq  二年生
mmos  二人的
mmos  二年的
mmow  一兩個
mmow  一百個
mmox  二年級
mmpgk 惡勢力
mmpkk 惡狠狠
mmpm  一致性
mmpm  二比一
mmpoy 惡作劇
mmpr  一兩句
mmqd  二手樓
mmqj  二手車
mmqo  二手貨
mms   一天的
mms   一致的
mmsjk 巧克力
mmtb  一百萬
mmtm  二萬元
mmumb 玩電腦
mmuzy 玩遊戲
mmwc  一三四
mmyc  一二六
mmyk  二六九
mnaq  一小時
mnchh 頂瓜瓜
mncrr 頂呱呱
mngbf 型肝炎
mnnd  一陣子
mnnj  一陣陣
mnog  丁午壽
mnppi 恐懼感
mnppo 恐怕會
mnppy 恐怕是
mnqe  一小撮
mnxp  一張紙
mob   一個月
mobc  一個具
mobi  一個多
mobi  一年多
moeq  一個對
mofq  一個半
mofq  一年半
mogbt 霍亂菌
mogmm 霍震霆
mohme 珍珠港
mohu  一會兒
mohv  一個很
moibc 零用錢
moibo 零部件
moimf 零零五
moimj 零零七
moimm 零一零
moimm 零零一
moimm 零零三
moimm 零零二
moimm 零零零
moimo 零一年
moimo 零三年
moimo 零二年
moimo 零配件
moimo 零零年
moimw 零零四
moimy 零零六
moioc 零售業
moioi 零售店
moioj 零售額
moioo 零售價
moioy 零售商
moiwm 零點一
moiwm 零點二
moiwo 零四年
moixo 零組件
mojl  一件事
mojn  一個字
mokjj 攻擊者
mokjk 攻擊力
mokjp 攻擊性
mokmt 玫瑰花
mokmw 玫瑰園
molw  一個由
momh  一億元
momjd 殲擊機
mond  一份子
moo   一個人
moob  一年內
moow  一個個
moqz  一隻手
morr  一條路
mos   一個的
motn  一個夢
motn  一年前
movn  一個好
movz  一年後
moxe  一年級
moy   一個是
moyp  一條龍
mpazj 殉道者
mpek  死對頭
mpgl  一切都
mphe  死香港
mpipd 酌情權
mpjb  死胡同
mpse  死硬派
mptj  死難者
mpwa  一句話
mpxu  一世紀
mpyj  死文字
mpyy  死亡率
mpzbm 武則天
mpzey 武漢市
mqfs  耐火磚
mql   一生中
mqnd  一攬子
mreg  石湖墟
mreo  石油氣
mrft  石家莊
mrgr  石塘咀
mrmep 靈活性
mrmff 靈糧堂
mrmms 靈魂的
mrmn  石斑魚
mrmng 靈隱寺
mrmoi 靈敏度
mrmsf 靈長類
mroc  一口價
mrod  一口氣
mroow 歌舞團
mrooy 歌仔戲
mrooy 歌舞劇
mroqs 歌手的
mrorf 歌唱家
mroyn 歌劇院
mroyw 歌詠團
mrqe  石排灣
mrrdb 哥林多
mrrok 哥倫布
mrss  石硤尾
mrtib 豆腐乳
mrtij 豆腐乾
mrtim 豆腐干
mrtt  石花菜
mrwn  石圍角
mrym  一路上
msfgm 瑪嘉烈
msfhm 瑪利亞
msgn  一聽到
msip  功能性
msiq  功能表
msix  功能組
msmih 雪廠街
mso   一群人
msps  一刀切
msqv  一覽表
mteo  亞洲人
mtes  亞洲區
mtgk  亞熱帶
mthjy 形容詞
mthmm 形而下
mthmy 形式上
mthmy 形而上
mtkb  一共有
mtkb  一樣有
mtkg  一樣在
mtks  亞太區
mtmh  一萬元
mtmo  一首歌
mtnje 刑事法
mtntn 刑警隊
mto   一萬人
mtoa  一樣會
mtow  一萬個
mtsz  亞馬遜
mttb  一幕幕
mtxm  亞細亞
mty   一樣是
mtyq  一首詩
mtzo  亞運會
muac  電影業
muah  電影節
muam  電影票
muan  電影院
muaw  電影界
mubh  電腦科
mubj  電腦室
mubm  電腦班
