aaaa   日照時間
ffstmg 勞苦功高
ffsttt 勞斯萊斯
ffszng 勞逸不均
fftnn  炎黃子孫
ffyl   火炬計劃
fgudfg 燒來燒去
fguhhh 燒香拜拜
fguhho 燒香拜佛
fguhii 燒香求神
fguoeo 燒餅油條
fguuhk 燒炭自殺
fhaby  少量多餐
fhciw  少說廢話
fhcmp  少說兩句
fhcvp  少說幾句
fhdbj  少校軍官
fhhaj  少管閒事
fhjpr  少安勿躁
fhlry  少數民族
fhmhwf 煽風點火
fhmpyt 煽情主義
fhnh   火箭發動
fhnmj  少不更事
fhoao  少年時代
fhoat  少年時期
fhoei  少年法庭
fhohy  少年兒童
fhoki  少年老成
fhoqc  少年先鋒
fhotk  少年英雄
fhqkj  少夫老妻
fhrby  少吃多餐
fhsbj  少尉軍官
fhtaj  少惹閒事
fhtyl  少惹是非
fhvao  少女時代
fhvat  少女時期
fhvbj  少將軍官
fhwafk 省時省力
fhwbp  少見多怪
fhwdfg 省來省去
fhwesf 省油的燈
fhwhly 省委書記
fhwmoh 省政信箱
fhwrbb 省民同胞
fhwrob 省吃儉用
fhwwnq 省略不提
fhwxdd 省級機構
fhwyew 省產水果
fhznf  少之又少
fidwl  螢橋國中
fidwn  螢橋國小
fiflh  螢火蟲兒
fijh   火鷓鴣鳥
firmqb 糖醋排骨
fjay   火車時刻
fjbema 糊塗一時
fjblfe 糊裡糊塗
fjbwfe 糊里糊塗
fjfff  輝煌燦爛
fjsdfg 烤來烤去
fjsjpd 烤麵包機
fkerd  尖沙咀東
fkery  尖沙咀站
fkfmzg 燎原之勢
fkggr  尖聲高叫
fkmyt  尖酸刻薄
fknm   火力發電
fkrth  尖嘴薄舌
fktbhf 弊多利少
fktfhb 弊少利多
fktxhe 弊絕風清
fkyhq  尖端科技
fkyqh  尖端技術
flbel  常用對數
flbvb  常勝將軍
flevi  常溫狀態
flhln  常盤貴子
flicm  常態分班
flicm  常態分配
flnhr  常務委員
flnmj  常務理事
flnsj  常務監事
flntj  常務董事
flooq  常任代表
flqmr  常規武器
flqnp  常抓不懈
flsm   火中取栗
flwaa  常見問題
flxat  常綠闊葉
flxdh  常綠植物
flxed  常綠灌木
flydd  常設機構
fmaag  光明日報
fmaag  光明日報
fmamk  光明正大
fmanh  光照階段
fmast  光明磊落
fmbao  光彩照人
fmbfw  光彩耀眼
fmbgd  光彩起來
fmbkb  光彩奪目
fmcnj  光說不做
fmcnx  光說不練
fmcrnj 煩躁不安
fmfaa  光光明明
fmfee  光光滑滑
fmfff  光光榮榮
fmfff  光輝燦爛
fmffw  光輝耀眼
fmfkb  光輝奪目
fmfox  光榮傳統
fmfto  光榮革命
fmfyy  光光亮亮
fmgefe 煙消火滅
fmgemt 煙消雲散
fmgemt 煙消霧散
fmgene 煙酒不沾
fmgmee 煙霧瀰漫
fmgmze 煙霧迷漫
fmgmzw 煙雲過眼
fmgocn 煙袋鍋子
fmhmb  光風霽月
fmjfi  光宗耀祖
fmkgd  光大起來
fmmm   火石玻璃
fmmmd  光電二極
fmmoa  光天化日
fmmyi  光電效應
fmnco  光可鑑人
fmnoh  光陰似箭
fmntt  光陰荏苒
fmnym  光鮮亮麗
fmoob  光化作用
fmoob  光合作用
fmpny  光怪陸離
fmsjh  光臨惠顧
fmsqz  光臨指導
fmttj  光芒萬丈
fmtyg  光華商場
fmuho  光艷動人
fmumm  光學玻璃
fmxhy  光緒皇帝
fmxoa  光緒年間
fmxxr  光纖網路
fmxzo  光纖通信
fmycd  光譜分析
fmzng  光送不賣
fnkbmy 煥然一新
fnkngd 煥發起來
fnocom 炊金饌玉
fnofhh 炊煙裊裊
fntfff 燈燭輝煌
fntfhh 燈火管制
fntfvl 燈光如晝
fntfyo 燈光設備
fntfyw 燈光效果
fntfza 燈火通明
fntlqf 燈蛾撲火
fntme  判若雲泥
fntmo  判若兩人
fntxex 燈紅酒綠
fnvik  判斷能力
fnvyl  判斷是非
foang  家門不幸
fobmb  家用電腦
fobmr  家用電器
fobtw  家財萬貫
focve  家貧如洗
fofhh  家家戶戶
fofoo  家常便飯
fogej  家境清寒
fogg   火候未到
foghtw 雀鳥花園
fogn   火傘高張
fogrmc 雀躍三分
fogrns 雀躍不已
fogslz 雀屏中選
fohws  家徒四壁
foibr  家庭用品
foiir  家庭成員
foijh  家庭教師
foijy  家庭教育
foimc  家庭副業
foimc  家庭工業
foimg  家庭環境
foioc  家庭作業
foiog  家庭住址
foiqe  家庭生活
foiqm  家庭手工
foisq  家庭醫生
foivv  家庭婦女
foiws  家庭團聚
foixf  家庭經營
foiya  家庭訪問
foiyl  家庭計劃
foiyv  家庭主婦
fojlp  家教中心
fojsc  家事職業
fojsd  家事職校
fojyc  家事商業
fokvj  家有嬌妻
folmn  家中一角
fomih  家政專科
fonfh  家務勞動
fonhm  家務管理
foofy  家禽家畜
foosh  家無長物
foqlp  家扶中心
forha  家喻戶曉
fosoy  家破人亡
fouee  家學淵源
foyld  家商補校
foyoc  家族企業
foysd  家商職校
fozlt  家道中落
fpfzm  炮烙之刑
fpgnn  炮聲隆隆
fqabo  半影月食
fqbaij 精明能幹
fqbanj 精明強幹
fqbbck 精彩鏡頭
fqbbxm 精雕細琢
fqbbxo 精采絕倫
fqbbxy 精雕細刻
fqbcbn 精銳部隊
fqbhdd 精簡機構
fqbhmh 精兵政策
fqbhoj 精簡人事
fqbibj 精神財富
fqbicb 精神錯亂
fqbicd 精神分析
fqbicm 精神分裂
fqbifn 精神煥發
fqbigw 精神境界
fqbihf 精神失常
fqbiis 精神感召
fqbijd 精神支柱
fqbijy 精神教育
fqbikk 精神疾病
fqbikn 精神病院
fqbiku 精神病學
fqbioe 精神飽滿
fqbiof 精神食糧
fqbipp 精神恍惚
fqbipw 精神世界
fqbiqe 精神生活
fqbiqq 精神抖擻
fqbivi 精神狀態
fqbiya 精神文明
fqbiym 精神方面
fqbjdd 精密機械
fqbjdr 精密機器
fqbjor 精密儀器
fqbkai 精力旺盛
fqbkkl 精疲力盡
fqbkky 精疲力竭
fqbkye 精力充沛
fqbkzh 精力過剩
fqbkzo 精力過人
fqblgw 精忠報國
fqbmhp 精靈鬼怪
fqbpho 精心製作
fqbphz 精心製造
fqbpjq 精心安排
fqbpoo 精心傑作
fqbpxx 精心組織
fqbpyy 精心設計
fqbqxh 精打細算
fqbqxo 精耕細作
fqbtif 精益求精
fqbyhm 精誠所至
fqbywx 精誠團結
fqcwy  半公里處
fqede  半波整流
fqfhk  半勞動力
fqgfz  半賣半送
fqhcm  半斤八兩
fqhkn  半徑大小
fqhnz  半身不遂
fqjfo  半真半假
fqjog  半截入土
fqknn  半大不小
fqlvm  半數以下
fqlvy  半數以上
fqlzgs 鄰近地區
fqmfw  半醒半睡
fqmfy  半工半讀
fqmne  半死不活
fqmrg  半殖民地
fqmzc  半面之交
fqmzt  半面之舊
fqofo  半飽半餓
fqofp  半信半疑
fqooh  半價優待
fqooj  半價優惠
fqopx  半個世紀
fqqbcs 拳腳交加
fqqfa  半掩半開
fqqfy  半推半就
fqqjzq 拳賽選手
fqqny  半生不熟
fqqqbr 拳打腳踢
fqrfh  半吐半吞
fqrfm  半吐半露
fqruf  半路出家
fqseu  半壁江山
fqseu  半壁江山
fqtfm  半夢半醒
fqughd 卷土重來
fqwfm  半睡半醒
fqwfz  半買半送
fqwwv  半睡眠狀
fqyfm  半上半下
fqymm  半夜三更
fqyno  半文不值
fqynt  半新不舊
fqzab  半透明體
fqzbc  半導體業
fqzbi  半導體廠
fqzmi  半途而廢
fqzmm  半邊天下
frkbmp 敞胸露懷
frkni  尚有可為
frmfi  尚武精神
fronn  尚無不可
fryjo  尚方寶劍
fsgmqi 耀武揚威
fsnat  炸彈開花
ftafzj 糟糠之妻
ftcdfg 烘來烘去
ftcmqb 烘雲托月
ftdocs 煤氣公司
ftdomi 煤氣工廠
ftdorf 煤氣路燈
ftdsmo 煤礦工人
ftdumc 煤炭工業
ftnuc  粒子學說
ftym   火花放電
fufn   火山爆發
fujy   火炭車站
fvaxy  五星紅旗
fvayv  五星上將
fvbfa  五月五日
fvbkb  五彩奪目
fvbma  五月三日
fvbma  五月二日
fvboo  五臟俱全
fvbqg  五體投地
fvbwa  五月四日
fvbxx  五彩繽紛
fvbya  五月六日
fvbyb  五臟六腑
fvczm  五分之一
fvdcy  五權分立
fvdje  五權憲法
fvdoh  五樓住戶
fvdqq  五柳先生
fvewe  五湖四海
fvfjn  五光十色
fvftj  五五草案
fvfwk  五類囚犯
fvguv  五穀豐收
fvgyf  五穀雜糧
fvhjr  五香十味
fvhqj  五行生剋
fvhzh  五反運動
fvifa  五度五關
fvikq  五次犯規
fvisa  五福臨門
fvjbo  五十周年
fvjbt  五胡亂華
fvjbz  五十多歲
fvjjy  五胡十六
fvjmz  五十三歲
fvjto  五十萬個
fvjym  五官端正
fvjzb  五胡之亂
fvmfh  五一勞動
fvig   火災現場
fvmjm  五雷轟頂
fvmmb  五項原則
fvmto  五百萬人
fvnkd  五角大樓
fvnki  五角大廈
fvnn   火奴魯魯
fvnnh  五子登科
fvobf  五代同堂
fvohd  五短身材
fvojw  五代十國
fvon   火災保險
fvonl  五倍子蟲
fvood  五內俱焚
fvovd  五內如焚
fvoyl  五年計劃
fvpbf  五世同堂
fvpta  五世其昌
fvrxn  五路縱隊
fvryn  五味雜陳
fvrzf  五口之家
fvscs  五馬分屍
fvsmf  五局下半
fvsyf  五局上半
fvtca  五花八門
fvtkx  五花大綁
fvwao  五四時代
fvwml  五里霧中
fvwzh  五四運動
fvyhy  五言律詩
fvyno  五音不全
fvyth  五育並重
fvyxp  五言絕句
fvyyn  五顏六色
fvyyy  五方雜處
fwaei  當量濃度
fwbbb  當用則用
fwbof  當且僅當
fwcw   火眼金睛
fwdfg  當來當去
fwdyv  當機立斷
fwfoy  當家作主
fwgaa  當地時間
fwgqg  當場抓到
fwgqg  當場看到
fwgsg  當場聽到
fwgum  當場出醜
fwifao 燭光晚會
fwkdr  當頭棒喝
fwkmd  當頭一棒
fwlpq  當中包括
fwmor  當班人員
fwmwj  當一回事
fwmya  當天新聞
fwmya  當面言明
fwnzn  當務之急
fwokh  當代大師
fwony  當仁不讓
fwopw  當今世界
fwsjz  當局者迷
fwszh  當耳邊風
fwtmo  當前工作
fwtzy  當前之計
fwvnv  當斷不斷
fwwjo  當眾宣佈
fwwqa  當眾表明
fwwqm  當眾表示
fwzkp  當之有愧
fwzop  當之無愧
fxvh   火紙媒兒
fydag  料想得到
fydng  料想不到
fyee   火上澆油
fyikom 炫奇無巧
fyjvi  料事如神
fyse   火上加油
fytfxq 爐火純青
fzbow  黨同伐異
fzczi  黨錮之禍
fzfjc  黨營事業
fzhly  黨委書記
fzhmi  黨和政府
fzhwf  黨和國家
fzmda  黨政機關
fzmjb  黨政幹部
fzmoz  黨政領導
fznmo  黨務工作
fznoj  黨外人士
fzolb  黨內鬥爭
fzooj  黨內人士
fzrjb  黨員幹部
fzrko  黨員大會
fzsmh  黨的政策
fzsoz  黨的領導
fzstd  黨的基本
fzsxh  黨的紀律
fzwmk  黨國元老
fzxwe  黨紀國法
gbbsc  再多的錢
gbcmg  再說下去
gbdmi  再來一次
gbdmo  再來一個
gbgyh  冉冉上升
gbgys  再培訓局
gbmgw  再三再四
gbmmg  再下一城
gbngy  再不再是
gbont  再借不難
gbpek  再也沒有
gbpni  再也不能
gbpno  再也不會
gbpny  再也不是
gbpnz  再也不肯
gbqcw  再生父母
gbqgm  再接再厲
gbqhh  再生制動
gbqje  再生資源
gbrh   土腥味兒
gbtdoh 壹本便利
gbvnz  再好不過
gbvqo  再嫁夫人
gbymi  再試一次
gbymm  再試一下
gbzmz  再進一步
gceyo  增添設備
gciwa  增廣見聞
gcnek  增強活力
gcntf  增強塑料
gcqbn  增援部隊
gcsli  增長幅度
gcszi  增長速度
gcvhj  增收節支
gcygw  增產報國
gcyhx  增產節約
gcymo  增設一個
gdcdg  未曾想到
gdcwz  未曾見過
gddlo  未來數年
gddns  未來發展
gdebot 穀賤傷農
gdefoh 穀類作物
gdehr  未漲反跌
gdfnn  未嘗不可
gdgav  未到最後
gdgol  未到人數
gdino  未能免俗
gdioo  未成年人
gdivm  未能如願
gdizg  未能達到
gdjhx  未完待續
gdjzm  未定之天
gdkqy  未老先衰
gdljj  未盡事宜
gdmh   土木工程
gdmxx  未雨綢繆
gdnhh  未降反升
gdnke  未免太沒
gdnkk  未免太有
gdnkn  未免太不
gdnml  未可厚非
gdovs  未化妝的
gdplb  未必盡然
gdrhe  未跌反漲
gdrqb  未戰先敗
gdrqy  未戰先衰
gdrqz  未戰先退
gdvyv  未嫁新娘
gdwko  未見有人
gdwnm  未置可否
gdwvj  未見好轉
gdxqd  未經授權
gdyqk  未卜先知
gdyzg  未竟之志
gdzh   土木建築
gdzhz  未退反進
gdzkm  未之有焉
gebmp  報冤雪恨
gecow  報業集團
gefc   土法煉鋼
gehud  報告出來
gemyy  報刊雜誌
geomp  報仇雪恨
geoqr  報值掛號
geqy   土法生產
geth   土洋並舉
geth   土洋并舉
geuhtl 罄竹難書
geuhtl 罄筆難書
geuthk 罄其所有
gexo   土洋結合
gexyy  報紙雜誌
geydm  報文格式
geyiw  報效祖國
geys   土法上馬
geyyy  報章雜誌
gezud  報導出來
gezya  報道新聞
gfawa  熱門話題
gfayv  熱門音樂
gfbix  熱脹冷縮
gfdhi  熱核反應
gfegm  熱河高原
gfeix  熱漲冷縮
gfenw  熱淚盈眶
gfeyd  熱浪襲來
gffjm  熱火朝天
gfgll  熱熱鬧鬧
gfgmm  熱熱烈烈
gfheb  熱血沸騰
gfhhh  熱血動物
gfhzh  熱身運動
gfkdh  熱帶植物
gfkgs  熱帶地區
gfkhm  熱力循環
gfkmd  熱帶雨林
gfkoo  熱帶氣候
gfkwh  熱力四射
gfkzh  熱力過程
gflee  熱鬧滾滾
gflnh  熱中名利
gfmfa  熱功當量
gfmgf  熱烈鼓掌
gfmtz  熱烈歡迎
gfobb  熱氣騰騰
gfomn  熱敏電阻
gfpee  熱情洋溢
gfpky  熱情奔放
gfpqh  熱情接待
gfukd  熱出病來
gfxmw  熱線電話
gfyio  熱誠感人
ggbb   土壤膠體
ggbe   土地肥沃
ggbk   土壤肥力
ggcgkn 赫赫有名
ggch   土地銀行
ggchze 赫德遜河
ggcmyt 赫爾新基
ggcmyt 赫爾辛基
ggcnaq 赫魯曉夫
ggcnmq 赫魯雪夫
ggcojh 赫伯定律
ggee   土壤溶液
ggei   土壤溫度
ggei   土壤濕度
gggo   土地增值
gghk   土地所有
gghl   土地重劃
gghq   土壤微生
ggje   土地資源
ggkd   土壤有機
ggmh   土地政策
ggoo   土土氣氣
ggqcgd 封鎖起來
ggqdgg 封來封去
ggqkus 封殺出局
ggqmoh 封面人物
ggqmsl 封豕長蛇
ggqmvi 封面女郎
ggquyd 封山育林
ggqzao 封建時代
ggqzgk 封建勢力
ggqzhi 封建制度
ggqzij 封建禮教
ggqzio 封建社會
ggqzjq 封建割據
ggqzmo 封建殘餘
ggqzwd 封建思想
ggqzxe 封建統治
ggqzyo 封建文化
ggqzyt 封建主義
ggqzzh 封建道德
ggqzzo 封建迷信
ggsi   土地改良
ggst   土地改革
ggto   土地革命
ggumba 堯天舜日
ggwk   土地國有
ggxd   土壤結構
ggyb   土地註冊
ghez   土瓜灣道
ghnca  場外交易
ghyr   土特產品
gifsf  去粗取精
gigjjd 墊支資本
gigyd  去去就來
gigyzh 墊上運動
gihna  去向不明
gikgs  去頭去尾
gimht  去惡從善
giobt  去年同期
giokj  去偽存真
giomb  去年三月
gioom  去年今天
gioza  去年此時
gisgky 勢均力敵
gishpb 勢所必然
gishtn 勢所難免
gisjec 劫富濟貧
giskhw 勢力範圍
giskpa 勢在必得
giskph 勢在必行
gisltz 劫數難逃
gisnmy 勢不兩立
gisqoh 劫持人質
gisvoq 劫後餘生
gisvsh 勢如破竹
giszhg 勢之所趨
gitkt  去蕪存菁
givtj  去如黃鶴
giwn   土庫國小
giygf  去雜去劣
gjcdgg 填來填去
gjcezg 填海造地
gjcjgd 填實起來
gjcjzy 填字遊戲
gjdjm  聲東擊西
gjejhi 轂擊肩摩
gjeom  聲淚俱下
gjfyw  聲光效果
gjgek  聲勢浩大
gjhmn  聲譽正隆
gjhny  聲譽不衰
gjieor 執法人員
gjievu 執法如山
gjihgd 執行起來
gjihmh 執行政策
gjihmx 執行副總
gjihon 執行任務
gjihsn 執行職務
gjihso 執簡馭繁
gjihtj 執行董事
gjihyi 執行主席
gjiznp 執迷不悟
gjnis  聲色犬馬
gjnkh  聲名狼籍
gjnkr  聲名大噪
gjnkt  聲名狼藉
gjnom  聲色俱厲
gjnzq  聲名遠播
gjonh  聲價不凡
gjrky  聲嘶力竭
gjvec  聲如洪鍾
gjvec  聲如洪鐘
gjyer  聲音沙啞
gkfyty 熬夜苦讀
gkgb   土頭土腦
gkgb   土頭土臉
gknjy  埃及古文
glcbko 赤腳大仙
glcblp 赤膽忠心
glcbsq 赤腳醫生
glcbyn 赤膊上陣
glccve 赤貧如洗
glcddz 赤柱村道
glcdfi 赤柱炮台
glcdkh 赤柱大街
glcdsk 赤柱監獄
glcdyo 赤柱市集
glchh  都爹利街
glchmb 赤身露體
glcnzp 赤子之心
glcqjf 赤手空拳
glcszr 赤壁之戰
glekw  都沒有了
glgo   土裡土氣
glqqo  都指揮使
glyiw  都是為了
glyor  都市人口
glyyl  都市計劃
glyyl  都市計畫
gmbht  坦然自若
gmbml  坦胸露背
gmesm  坦桑尼亞
gmfsm  坦尚尼亞
gmydh  坦誠相待
gmyvh  坦誠以待
gnago  到時到候
gnai   土象星座
gngej  到高潮者
gngor  到場人員
gnincs 壽險公司
gnipju 壽比南山
gniucw 壽山公園
gnixmj 壽終正寢
gnogas 坎城影展
gnognp 坎坷不平
gnslg  到那裡去
gnsor  到職人員
gntj   土魯蕃窪
gnziz  到此為止
gnzmz  到此一遊
gobei  高朋滿座
gocmc  高錳酸鉀
gocno  高分子化
godki  高樓大廈
godng  高攀不起
godny  高攀不上
godom  高枕無憂
goeoo  高溫氣候
goete  高深莫測
goezg  高潮迭起
gogchm 堆金積玉
gogdgg 堆來堆去
goghgd 堆積起來
goghh  高高興興
goghvu 堆積如山
gogky  高高在上
gogoo  高高低低
gogop  高超無比
gogxo  高超絕倫
gohdh  高等植物
gohen  高等法院
gohgd  高興起來
gohhh  高等動物
gohjy  高等教育
gohjy  高等考試
gohnd  高等院校
gohoh  高稈作物
gohoj  高利貸者
gohom  高聳入雲
gohqh  高科技術
gohsn  高射砲彈
gohud  高等學校
gohui  高等學府
gohyh  高風亮節
gohbn  高射部隊
goiaz  高視闊步
goihm  高能物理
goiio  高度戒備
goitt  高冷蔬菜
goiyo  高度評價
gojiz  高士威道
gojmi  高官厚祿
gojmq  高官厚爵
gojnd  高考及格
gojnr  高空彈跳
gokcr  高架公路
gokcr  高架鐵路
gokcz  高架鐵道
gokei  高雄海專
gokhh  高雄師範
gokks  高頭大馬
goklu  高雄中學
gokmi  高雄工專
goksu  高雄醫學
gokws  高雄縣長
gokzr  高架道路
golnl  高貴不貴
gomfz  高票當選
gomgs  高原地區
gomjj  高爾察克
gommh  高壓政策
gommw  高歌一曲
gomnx  高電阻線
gomqh  高壓手段
gomqm  高爾夫球
gonej  高院法官
gongh  高不高興
gonmb  高登電腦
gonnd  高不可攀
gonyg  高登商場
gonyy  高階語言
gonzg  高飛遠走
goomh  高人一等
goomh  高人一籌
goonm  高矮不一
goonp  高低不平
goons  高傲不屈
goowo  高價買入
goqho  高抬身價
goqlq  高抬貴手
goqvd  高手如林
goqvm  高手如雲
gorcn  高足弟子
gorom  高唱入雲
gosgs  高屏地區
gosjs  高加索區
gosoj  高層人士
goszh  高層建築
gouah  高山景行
gouee  高山流水
gouoy  高峰會議
gowzw  高瞻遠矚
goxbj  高級軍官
goxen  高級法院
goxha  高級顧問
goxir  高級專員
goxix  高級神經
goxjr  高級官員
goxlu  高級中學
goxnh  高級階段
goxsh  高級職稱
goxvo  高級將領
goyay  高談闊論
goynb  高處不勝
goyqh  高新技術
goyrr  高音喇叭
goytb  高文典冊
gozcr  高速公路
gozcr  高速鐵路
gozhs  高速行駛
gozmh  高步雲衢
gozyv  高齡產婦
gozzr  高速道路
gpaye  志得意滿
gpbzo  志同道合
gpgdq  志趣相投
gpgoq  志高氣揚
gpjoo  志士仁人
gpkhw  志在千里
gpkpa  志在必得
gywhi 均田制度
gpnkz  志不在此
gpnne  志不可滿
gpzet  志蓮淨苑
gqbbgd 幫助起來
gqbexx 幫派組織
gqgs   土生土長
gqto   土生華人
graga  吉星高照
grfls  吉光片羽
grgdhh 臺東師範
grgebb 臺灣同胞
grgebf 臺灣肥料
grgech 臺灣銀行
grgecs 臺澎金馬
grgeee 臺灣海洋
grgeej 臺灣汽車
grgeeu 臺灣海峽
grgefc 臺灣糖業
grgefm 臺灣省政
grgefs 臺灣當局
grgefy 臺灣省立
grgehc 臺灣航業
grgehh 臺灣師範
grgeiu 臺灣神學
grgejy 臺灣教育
grgeku 臺灣大學
grgemc 臺灣工業
grgemi 臺灣電視
grgemk 臺灣電力
grgemu 臺海兩岸
grgeth 臺灣藝術
grgjfi 臺南家專
grgjhh 臺南師範
grgksn 臺大醫院
grglbi 臺北體專
grglcg 臺北盆地
grglhh 臺中師範
grglhh 臺北師範
grglhn 臺北師院
grglmc 臺北工業
grglmi 臺北工專
grglsu 臺北醫學
grglyi 臺中商專
grglyi 臺北商專
grglyi 臺北護專
grglym 臺北護理
grglyy 臺北市立
grgtkd 臺塑大樓
grgtow 臺塑集團
grivh  吉慶後街
grivy  吉祥如意
grjr   土味十足
grmgt  吉爾吉斯
gromd  吉人天相
grrjkg 嘉南大圳
grrjti 嘉南藥專
grroto 嘉年華會
grrthh 嘉義師範
grrtti 嘉義農專
grtjo  吉普賽人
grugy  吉凶未卜
gruyko 圯上老人
gryjo  吉卜賽人
gsaeg  城門水塘
gsaso  城門碉堡
gscsr  城鎮居民
gsjp   土司麵包
gskih  城狐社鼠
gsmza  城下之盟
gsnmj  城防工事
gsto   土耳其人
gsty   土耳其帝
gsvsr  城鄉居民
gsvxe  城鄉經濟
gsvzy  城鄉建設
gsycr  城市貧民
gsyko  城市獵人
gsyqe  城市生活
gsyql  城市規劃
gsywf  城市國家
gsyzy  城市建設
gtavw  喜聞樂見
gtdme  喜極而泣
gtegjj 鼓鼓囊囊
gtegnn 鼓聲隆隆
gtegno 鼓起勇氣
gtegvh 鼓起如簧
gtehhe 鼓動風潮
gtehqm 鼓舌搖脣
gtehvh 鼓舌如簧
gtemiu 鼓勵我們
gteojo 鼓舞士氣
gteoop 鼓舞人心
gterjm 鼓足幹勁
gterno 鼓足勇氣
gtervn 鼓號樂隊
gtevrm 鼓樂喧天
gthmn  喜從天降
gthod  喜從何來
gthya  喜笑顏開
gthza  喜笑頻開
gtijo  喜慶宴會
gtjifi 幸福家庭
gtjiyn 幸福戲院
gtjnst 幸免於難
gtjvvi 幸災樂禍
gtjzza 幸運之星
gtjzzi 幸運之神
gtmif  喜憂參半
gtmqm  喜瑪拉雅
gtmsn  喜形於色
gtngt  喜不喜歡
gtnhb  喜不自勝
gtoee  喜氣洋洋
gtpzp  喜悅之情
gtrmar 塔爾巴哈
gtrmgh 塔式起重
gtrwde 塔里木河
gtsqm  喜馬拉雅
gttwo  喜歡男人
gtuyn  喜出望外
gtvfho 堪當重任
gtviqy 堪為表率
gtvof  喜怒無常
gtvtti 堪薩斯州
gtvyv  喜怒哀樂
gtyad  喜上眉梢
gtymt  喜新厭舊
gtyod  喜訊傳來
guaow  起早貪黑
guaqw  起早摸黑
gufff  起火燃燒
gugtt  起起落落
guhjo  起動轉矩
guhue  起航出海
gumn   土崩瓦解
gumtow 翹首企盼
gumtvy 翹首以望
gumwq  起死回生
gunjo  起承轉合
guonj  起伏不定
gusoo  起居飲食
gusqe  起居生活
guwmo  起了一個
guyza  起訖之間
gvbgv  越多越好
gvdgb  越來越多
gvdgf  越來越少
gvdgk  越來越大
gvdgn  越來越小
gvdgv  越來越好
gvemw  越洋電話
gvjrb  越南戰爭
gvjth  越南共和
gvkoi  越狙代庖
gvmem  越雷池一
gvmpr  越王勾踐
gvnge  越陷越深
gvooi  越俎代庖
gvsyy  越區就讀
gvxgj  越級報考
gvyno  越站不停
gwcjnb 賣官鬻爵
gwdgg  賣來賣去
gwevv  賣淫嫖娼
gwgeod 埋沒人才
gwgkoj 埋頭伏案
gwgktj 埋頭苦幹
gwgngd 埋怨起來
gwkif  賣友求榮
gwmhp  賣弄風情
gwmrh  賣弄口舌
gwnug  賣不出去
gwwif  賣國求榮
gwyif  賣主求榮
gwyyg  賣方市場
gybmt  地膜覆蓋
gyfx   土豪劣紳
gygje  地熱資源
gygmu  地坼天崩
gygmw  地址電話
gygto  地域觀念
