Chinese_Street_Name	English_Street_Name	District_Code
雅賓利道	ALBANY ROAD	C&amp;W
雅麗道	ELEGANCE ROAD	KT
雅蘭里	ARRAN LANE	YTM
集祥街	TSAP TSEUNG STREET	WC
集福路	CHAP FUK ROAD	SK
集輝街	TSAP FAI STREET	SSP
雲天徑	WAN TIN PATH	E
雲地利道	VENTRIS ROAD	WC
雲南里	YUNNAN LANE	YTM
雲咸街	WYNDHAM STREET	C&amp;W
雲華街	WAN WAH STREET	WTS
雲景道	CLOUD VIEW ROAD	E
雲漢里	WAN HON LANE	KT
雲漢街	WAN HON STREET	KT
順平街	SHUN PING STREET	N
順安道	SHUN ON ROAD	KT
順行路	SHUN HANG ROAD	Is
順利邨道	SHUN LEE TSUEN ROAD	KT
順岸路	SHUN NGON ROAD	Is
順昌街	SHUN CHEONG STREET	N
順明路	SHUN MING ROAD	Is
順東路	SHUN TUNG ROAD	Is
順風街	SHUN FUNG STREET	KC
順風道	RAILWAY APPROACH	YTM
順泰道	SHUN TAI ROAD	E
順朗路	SHUN LONG ROAD	Is
順旅路	SHUN LUI ROAD	Is
順連路	SHUN LIN ROAD	Is
順捷路	SHUN CHIT ROAD	Is
順清街	SHUN CHING STREET	KT
順隆街	SHUN LUNG STREET	N
順富街	SHUN FU STREET	E
順景街	SHUN KING STREET	KT
順達街	SHUN TAT STREET	TM
順匯路	SHUN WUI ROAD	Is
順暉路	SHUN FAI ROAD	Is
順業街	SHUN YIP STREET	KT
順寧道	SHUN NING ROAD	SSP
順緻街	SHUN CHI STREET	KT
順興街	SHUN HING STREET	N
順環路	SHUN WAN ROAD	Is
黃大仙道	WONG TAI SIN ROAD	WTS
黃竹坑徑	WONG CHUK HANG PATH	S
黃竹坑道	WONG CHUK HANG ROAD	S
黃竹洋村徑	WONG CHUK YEUNG TSUEN PATH	ST
黃竹洋第一巷	WONG CHUK YEUNG 1ST LANE	TP
黃竹洋第二巷	WONG CHUK YEUNG 2ND LANE	TP
黃竹洋第三巷	WONG CHUK YEUNG 3RD LANE	TP
黃竹洋第四巷	WONG CHUK YEUNG 4TH LANE	TP
黃竹洋街	WONG CHUK YEUNG STREET	ST
黃竹街	WONG CHUK STREET	SSP
黃宜坳路	WONG YI AU ROAD	TP
黃金泳灘徑	GOLDEN BEACH PATH	TM
黃泥涌峽天橋	WONG NAI CHUNG GAP FLYOVER	WC
黃泥涌峽道	WONG NAI CHUNG GAP ROAD	WC-S
黃泥涌道	WONG NAI CHUNG ROAD	WC
黃泥墩村路	WONG NAI TUN TSUEN ROAD	YL
黃埔街	WHAMPOA STREET	KC
黃崗圍路	WONG KONG WAI ROAD	TM
黃菊路	WONG KUK AVENUE	WTS
黃麻角徑	WONG MA KOK PATH	S
黃麻角道	WONG MA KOK ROAD	S
黃龍坑道	WONG LUNG HANG ROAD	Is
黑布街	HAK PO STREET	YTM
黑排路	HAK PAI ROAD	Is
喇沙利道	LA SALLE ROAD	KC
落山道	LOK SHAN ROAD	KC
落禾沙里	LOK WO SHA LANE	ST
落馬洲徑	LOK MA CHAU PATH	YL
落馬洲路	LOK MA CHAU ROAD	YL
嵐霞路	LAM HA ROAD	SK
復康徑	REHAB PATH	KT
勤學里	KAN HOK LANE	SK
匯民道	WUI MAN ROAD	YTM
匯安里	UI ON LANE	C&amp;W
匯景道	SCENEWAY ROAD	KT
匯翔道	WUI CHEUNG ROAD	YTM
園林大道	PARK AVENUE	YL
園圃街	YUEN PO STREET	YTM
園藝街	YUEN NGAI STREET	YTM
圓洲角路	YUEN CHAU KOK ROAD	ST
圓榮里	YUEN WING LANE	K&amp;T
圓墩圍	YUEN TUN CIRCUIT	TW
塘亨路	TONG HANG ROAD	TM
塘尾道	TONG MI ROAD	YTM
塘邊徑	TONG BIN LANE	S
奧卑利街	OLD BAILEY STREET	C&amp;W
媽廟路	MA MIU ROAD	YL
媽橫路	MA WANG ROAD	YL
廈尾路	HA MEI ROAD	YL
廈村路	HA TSUEN ROAD	YL
廈門街	AMOY STREET	WC
愛丁堡廣場	EDINBURGH PLACE	C&amp;W
愛民街	NGOI MAN STREET	E
愛明里	OI MING LANE	TM
愛信道	OI SHUN ROAD	E
愛勇街	OI YUNG STREET	TM
愛秩序街	ALDRICH STREET	E
愛秩序灣道	ALDRICH BAY ROAD	E
愛晨徑	OI SEN PATH	KC
愛景街	OI KING STREET	KC
愛琴道	BOULEVARD DE MER	TP
愛勤道	OI KAN ROAD	E
愛群道	OI KWAN ROAD	WC
愛義街	OI YEE STREET	E
愛德里	OI TAK LANE	TM
愛德街	OI TAK STREET	E
愛賢街	OI YIN STREET	E
愛禮里	OI LAI LANE	TM
愛禮街	OI LAI STREET	E
慈華里	TSZ WAH LANE	WTS
慈雲山道	TSZ WAN SHAN ROAD	WTS
新力街	SAN LIK STREET	TM
新山道	SAN SHAN ROAD	KC
新功街	SAN KUNG STREET	N
新市街	SAN SHI STREET	S
新平街	SAN PING CIRCUIT	TM
新田公路	SAN TIN HIGHWAY	YL
新田交匯處	SAN TIN INTERCHANGE	YL
新田村路	SAN TIN TSUEN ROAD	YL
新北社街	SAN PAK SHE STREET	Is
新合里	SAN HOP LANE	TM
新安街	SAN ON STREET	TM
新安街	SUN ON STREET	E
新成街	SUN SING STREET	E
新成路	SAN SHING AVENUE	N
新灰街	SAN FUI STREET	YL
新西貢公路	NEW HIRAM'S HIGHWAY	SK
新村街	SAN TSUEN STREET	TW
新村街	SUN CHUN STREET	WC
新秀街	SAN SAU STREET	TM
新利街	SAN LEE STREET	KT
新亞坊	NEW ASIA CIRCLE	ST
新亞路	NEW ASIA ROAD	ST
新和里	SAN WO LANE	TM
新青街	SAN TSING STREET	TM
新屋嶺第一巷	SAN UK LING 1ST LANE	N
新屋嶺第七巷	SAN UK LING 7TH LANE	N
新屋嶺第二巷	SAN UK LING 2ND LANE	N
新屋嶺第三巷	SAN UK LING 3RD LANE	N
新屋嶺第五巷	SAN UK LING 5TH LANE	N
新屋嶺第六巷	SAN UK LING 6TH LANE	N
新屋嶺第四巷	SAN UK LING 4TH LANE	N
新柳街	SAN LAU STREET	KC
新健街	SAN KIN STREET	N
新娘潭路	BRIDE'S POOL ROAD	N-TP
新華安里	SAN WA ON LANE	TP
新華里	SAN WAH LANE	TM
新財街	SAN TSOI STREET	N
新起村街	SAN HI TSUEN STREET	YL
新益里	SAN YICK LANE	TM
新祥街	SAN CHEUNG STREET	N
新基街	SUN KI STREET	Is
新康街	SAN HONG STREET	N
新深路	SAN SHAM ROAD	YL
新清水灣道	NEW CLEAR WATER BAY ROAD	KT-WTS
新圍仔路	SAN WAI TSAI ROAD	TP
新圍街	SAN WAI STREET	KC
新發街	SAN FAT STREET	N
新葵街	SAN KWAI STREET	K&amp;T
新街	NEW STREET	C&amp;W
新街市里	SAN KAI SHI LANE	Is
新街市街	NEW MARKET STREET	C&amp;W
新運里	SAN WAN LANE	N
新運路	SAN WAN ROAD	N
新達里	SAN TAT LANE	TM
新順街	SAN SHUN STREET	KT
新勤街	SAN KAN STREET	N
新填地街	RECLAMATION STREET	YTM
新廈街	SAN HA STREET	E
新會道	SUN WUI ROAD	WC
新業街	SUN YIP STREET	E
新福路	SAN FUK ROAD	TM
新墟徑	SAN HUI PATH	TM
新榮街	SAN WING STREET	N
新寧道	SUNNING ROAD	WC
新德街	SAN TAK STREET	TM
新慶路	SAN HING ROAD	TM
新潭路	SAN TAM ROAD	YL
新碼頭街	SAN MA TAU STREET	KC
新樓街	SAN LAU STREET	N
新樂街	SAN LOK STREET	N
新興後街	SAN HING BACK STREET	Is
新興海傍街	SAN HING PRAYA STREET	Is
新興街	SAN HING STREET	Is
新錫路	SAN SIK ROAD	YL
新豐路	SAN FUNG AVENUE	N
新寶街	SAN PO STREET	N
暉明路	FAI MING ROAD	N
會所街	CLUB STREET	C&amp;W
會議道	CONVENTION AVENUE	WC
楊青路	YEUNG TSING ROAD	TM
楊屋道	YEUNG UK ROAD	TW
楊柳徑	WILLOW DRIVE	N
楊景路	YEUNG KING ROAD	TM
楓香路	SWEET GUM ROAD	YL
楓樹街	MAPLE STREET	YTM-SSP
楓樹窩路	FUNG SHUE WO ROAD	K&amp;T
業成街	YIP SHING STREET	K&amp;T
業和街	YIP WO STREET	N
業旺路	YIP WONG ROAD	TM
業發街	YIP FAT STREET	S
業勤街	YIP KAN STREET	S
業暢街	YIP CHEONG STREET	N
業興街	YIP HING STREET	S
業豐街	YIP FUNG STREET	N
榆樹街	ELM STREET	YTM
槐樹街	ASH STREET	YTM
源禾路	YUEN WO ROAD	ST
源安街	YUEN ON STREET	ST
源昌里	YUEN CHEONG LANE	ST
源康街	YUEN HONG STREET	ST
源順圍	YUEN SHUN CIRCUIT	ST
源遠街	YUEN YUEN STREET	WC
溫思勞街	WINSLOW STREET	KC
溫莎道	BOULEVARD DU PALAIS	TP
溫黛娜徑	VENTURA AVENUE	YL
滘西新村路	KAU SAI SAN TSUEN ROAD	SK
煙囱路	CHIMNEY ROAD	TM
煙囱路	CHIMNEY ROAD	Is
煙廠街	YIN CHONG STREET	YTM
煤場道	COAL YARD ROAD	Is
照潭徑	CHIU TAM PATH	TW
獅子山隧道公路	LION ROCK TUNNEL ROAD	ST-KC
獅子石道	LION ROCK ROAD	KC
瑜翠街	YU CHUI STREET	TM
瑞安街	SUI ON STREET	TP
瑞和街	SHUI WO STREET	KT
瑞奇大道	RIGI AVENUE	N
瑞泰路	SUI TAI ROAD	ST
瑞祥街	SUI CHEUNG STREET	ST
瑞寧街	SHUI NING STREET	KT
瑰麗路	GRANDEUR ROAD	SSP
睦誠徑	MOORSOM DRIVE	WC
睦誠道	MOORSOM ROAD	WC
睦鄰街	MUK LUN STREET	WTS
碗窰路	WUN YIU ROAD	TP
稔灣路	NIM WAN ROAD	TM-YL
窩仔街	WOH CHAI STREET	SSP
窩打老道	WATERLOO ROAD	KC-YTM
窩美紅棉路	WO MEI HUNG MIN ROAD	SK
筲箕灣東大街	SHAU KEI WAN MAIN STREET EAST	E
筲箕灣道	SHAU KEI WAN ROAD	E
置華里	CHI WA LANE	N
置富徑	CHI FU CLOSE	S
置富道	CHI FU ROAD	S
置福圍	CHI FUK CIRCUIT	N
置嘉里	CHI KA LANE	N
置榮徑	CHI WING CLOSE	N
義本道	EASTBOURNE ROAD	KC
義德道	EDE ROAD	KC
義懷徑	YEE WAI PATH	TW
聖十字徑	HOLY CROSS PATH	E
聖士提反里	ST STEPHEN'S LANE	C&amp;W
聖巴拿徑	SANTA BARBARA AVENUE	YL
聖地牙哥徑	SAN DIEGO AVENUE	YL
聖佛蘭士街	ST FRANCIS STREET	WC
聖若瑟徑	ST JOSEPH'S PATH	C&amp;W
聖保祿徑	ST PAUL ROAD	Is
聖約翰里	ST JOHN'S LANE	KC
聖哥拉徑	SANTA CLARA AVENUE	YL
聖家路	SHING KA ROAD	Is
聖梵哥徑	SAN FRANCISCO AVENUE	YL
蒙尼卡徑	SANTA MONICA AVENUE	YL
蒙特萊徑	MONTEREY AVENUE	YL
蒙特勒大道	MONTREUX AVENUE	N
蒲田里	PO TIN LANE	WTS
蒲芳里	PO FONG LANE	WTS
蒲良里	PO LEUNG LANE	WTS
蒲明里	PO MING LANE	WTS
蒲英里	PO YING LANE	WTS
蒲飛徑	POKFIELD PATH	C&amp;W
蒲飛路	POKFIELD ROAD	C&amp;W
蒲崗村道	PO KONG VILLAGE ROAD	WTS
蒲崗里	PO KONG LANE	WTS
蒲景里	PO KING LANE	WTS
蒲慈里	PO TSZ LANE	WTS
蒲蕙里	PO WAI LANE	WTS
蒲魯賢徑	BREWIN PATH	C&amp;W
蒲蘅里	PO HANG LANE	WTS
蓬萊徑	PUNG LOI AVENUE	SK
蓬萊路	PUNG LOI ROAD	SK
蜆殼街	SHELL STREET	WC
衙前圍道	NGA TSIN WAI ROAD	KC
衙前塱道	NGA TSIN LONG ROAD	KC
詩歌舞街	SYCAMORE STREET	YTM
詹屋路	CHIM UK ROAD	TP
誠明徑	CHENG MING LINK	ST
資訊道	INFORMATION CRESCENT	S
載德街	TSOI TAK STREET	WC
輋徑篤路	CHE KENG TUK ROAD	SK
農圃道	FARM ROAD	KC
遠洋里北	YUEN YEUNG LANE NORTH	KC
遠洋里南	YUEN YEUNG LANE SOUTH	KC
鉛礦凹街	YUEN KONG AU STREET	ST
雍坪徑	YUNG PING PATH	ST
雍宜路	YUNG YI ROAD	TP
電氣街	ELECTRIC STREET	WC
電氣道	ELECTRIC ROAD	E-WC
電照街	TIN CHIU STREET	E
電廠大道	MAIN ROAD	Is
電廠街	TIN CHONG STREET	E
頌雅路	CHUNG NGA ROAD	TP
賈炳達道	CARPENTER ROAD	KC
路德圍	LO TAK COURT	TW
雷丹彌徑	LLOYD PATH	C&amp;W
雷鳴路	LUI MING ROAD	N
福元街	FUK YUEN STREET	E
福日徑	FOOK YAT PATH	YL
福民路	FUK MAN ROAD	SK
福田徑	FUK TIN PATH	YL
福全街	FUK TSUN STREET	YTM
福安里	FUK ON LANE	C&amp;W
福至街	FUK CHI STREET	KC
福亨村里	FUK HANG TSUEN LANE	TM
福亨村徑	FUK HANG TSUEN PATH	TM
福亨村路	FUK HANG TSUEN ROAD	TM
福宏街	FUK WANG STREET	YL
福利街	FUK LEE STREET	YTM
福佬村道	FUK LO TSUN ROAD	KC
福和路	FUK WO ROAD	TP
福欣街	FUK YAN STREET	YL
福來里	FUK LOI LANE	TW
福恆街	FUK HANG STREET	YL
福華街	FUK WA STREET	SSP
福祥街	FUK CHEUNG STREET	KC
福康街	FOOK HONG STREET	YL
福淘街	FUK TO STREET	KT
福盛徑	FUK SHING PATH	YL
福喜街	FUK HI STREET	YL
福順街	FUK SHUN STREET	YL
福塘道	FUK TONG ROAD	KT
福群道	FUK KWAN AVENUE	WC
福蔭道	FOOK YUM ROAD	E
福壽里	FUK SAU LANE	C&amp;W
福榮街	FUK WING STREET	SSP
福寧道	FUK NING ROAD	KT
福德街	FOOK TAK STREET	YL
福樂徑	FUK LOK PATH	YL
福澤街	FUK CHAK STREET	YTM
福興里	FUK HING LANE	WC
靖山街	CHING SHAN STREET	KC-YTM
靖遠街	TSING YUEN STREET	TP
僑景街	KIU KING STREET	Is
僑蔭街	KIU YAM STREET	SSP
僑福道	GUILDFORD ROAD	C&amp;W
僑興路	KIU HING ROAD	YL
嘉才里	KA CHOI LANE	TM
嘉禾街	KA WO STREET	S
嘉兆里	KA SIU CLOSE	N
嘉安街	KA ON STREET	C&amp;W
嘉和里山路	KA WO LI HILL ROAD	TM
嘉定路	KA TING ROAD	K&amp;T
嘉林邊道	GRAMPIAN ROAD	KC
嘉咸街	GRAHAM STREET	C&amp;W
嘉健里	KA KIN LANE	K&amp;T
嘉恩街	KA YAN STREET	YL
嘉拿多徑	CORONADO AVENUE	YL
嘉康里	KA HONG LANE	K&amp;T
嘉善街	KA SHIN STREET	YTM
嘉富坊	KA FU CLOSE	N
嘉敬里	KA KING LANE	TP
嘉道理道	KADOORIE AVENUE	KC
嘉業街	KA YIP STREET	E
嘉福里	KA FUK LANE	TM
嘉榮街	KA WING STREET	KT
嘉寧徑	KA NING PATH	WC
嘉慶路	KA HING ROAD	K&amp;T
嘉澍路	KA SHUE ROAD	SK
嘉樂街	KA LOK STREET	KT
嘉龍路	KA LUNG ROAD	YL
嘉齡道	GULLANE ROAD	KC
嘉蘭圍	GRANVILLE CIRCUIT	YTM
圖書館道	LIBRARY BOULEVARD	ST
壽山村道	SHOUSON HILL ROAD	S
壽臣山道西	SHOUSON HILL ROAD WEST	S
壽臣山道東	SHOUSON HILL ROAD EAST	S
壽菊路	MARIGOLD ROAD	SSP
壽富街	SAU FU STREET	YL
寨乪路	CHAI KEK ROAD	TP
對衡道	DURHAM ROAD	KC
廣田街	KWONG TIN STREET	TM
廣成街	KWONG SHING STREET	SSP
廣宏街	KWONG WANG STREET	TP
廣利道	KWONG LEE ROAD	SSP
廣東道	CANTON ROAD	YTM
廣華街	KWONG WA STREET	YTM
廣進街	KWONG CHUN STREET	TP
廣善街	KWONG SIN STREET	ST
廣場徑	PLAZA LANE	Is
廣福坊	KWONG FUK SQUARE	TP
廣福里	KWONG FUK LANE	TP
廣福道	KWONG FUK ROAD	TP
廣福橋	KWONG FUK BRIDGE	TP
廣榮里	KWONG WING LANE	ST
廣播道	BROADCAST DRIVE	KC
廣豐里	KWONG FUNG LANE	C&amp;W
慕禮道	MORAY ROAD	KC
暢行里	CHEONG HANG LANE	KC
暢行道	CHEONG HANG ROAD	KC
暢旺路	CHEONG WONG ROAD	Is
暢航路	CHEONG HONG ROAD	Is
暢通道	CHEONG TUNG ROAD	KC
暢通道南	CHEONG TUNG ROAD SOUTH	KC-YTM
暢連路	CHEONG LIN ROAD	Is
暢景路	CHEONG KING ROAD	Is
暢運道	CHEONG WAN ROAD	YTM-KC
暢達路	CHEONG TAT ROAD	Is
暢順路	CHEONG SHUN ROAD	Is
暢匯路	CHEONG WUI ROAD	Is
暢業路	CHEONG YIP ROAD	Is
暢榮路	CHEONG WING ROAD	Is
暢興路	CHEONG HING ROAD	Is
榕翠徑	FICUS PATH	YL
榕樹灣大街	YUNG SHUE WAN MAIN STREET	Is
榕樹灣後街	YUNG SHUE WAN BACK STREET	Is
榕樹灣廣場路	YUNG SHUE WAN PLAZA ROAD	Is
榮光街	WING KWONG STREET	KC
榮池徑	WING CHI PATH	WTS
榮芳路	WING FONG ROAD	K&amp;T
榮欣路	WING YAN ROAD	TW
榮祖街	WING CHO STREET	K&amp;T
榮華里	WING WAH LANE	C&amp;W
榮華臺	WING WA TERRACE	C&amp;W
榮發里	WING FAT LANE	TM
榮業街	WING YIP STREET	KT
模範里	MODEL LANE	E
歌老打路	CALDER PATH	C&amp;W
歌和老街	CORNWALL STREET	SSP-KC
歌連臣角道	CAPE COLLINSON ROAD	E
歌連臣街	COLLINSON STREET	C&amp;W
歌頓道	GORDON ROAD	WC
歌賦山里	GOUGH HILL PATH	C&amp;W
歌賦山道	GOUGH HILL ROAD	C&amp;W
歌賦街	GOUGH STREET	C&amp;W
毓秀里	YUK SAU LANE	C&amp;W
毓秀街	YUK SAU STREET	WC
毓華里	YUK WAH CRESCENT	WTS
毓華街	YUK WAH STREET	WTS
毓雅里	YUK NGA LANE	SK
毓學里	YUK HOK LANE	WTS
滿發里	MUN FAT LANE	TM
漁光道	YUE KWONG ROAD	S
漁安苑道	YUE ON COURT ROAD	S
漁安街	YU ON STREET	TP
漁利街	YUE LEI STREET	S
漁暉道	YUE FAI ROAD	S
漁歌街	YUE KO STREET	S
漁獲街	YUE WOK STREET	S
漁豐街	YUE FUNG STREET	S
漆咸徑	CHATHAM PATH	C&amp;W
漆咸圍	CHATHAM COURT	YTM
漆咸道北	CHATHAM ROAD NORTH	KC-YTM
漆咸道南	CHATHAM ROAD SOUTH	YTM
演藝道	PERFORMING ARTS AVENUE	WC
漢口道	HANKOW ROAD	YTM
漢家路	HON KA ROAD	TP
漢寧頓道	HONITON ROAD	C&amp;W
熙和街	HEI WO STREET	E
熙龍里	HI LUNG LANE	YTM
瑪利亞徑	SANTA MARIA AVENUE	YL
瑪嘉烈醫院路	PRINCESS MARGARET HOSPITAL ROAD	K&amp;T
瑪歌大道	MARGAUX AVENUE	YL
碧仙桃路	BRISTOL AVENUE	YTM
碧田街	PIK TIN STREET	ST
碧沙路	PIK SHA ROAD	SK
碧荔道	BISNEY ROAD	S
碧街	PITT STREET	YTM
碧雲道	PIK WAN ROAD	KT
碧翠路	RAZOR HILL ROAD	SK
碧豪苑第一街	MAPLE GARDENS 1ST STREET	YL
碧豪苑第七街	MAPLE GARDENS 7TH STREET	YL
碧豪苑第二街	MAPLE GARDENS 2ND STREET	YL
碧豪苑第三街	MAPLE GARDENS 3RD STREET	YL
碧豪苑第五街	MAPLE GARDENS 5TH STREET	YL
碧豪苑第六街	MAPLE GARDENS 6TH STREET	YL
碧豪苑第四街	MAPLE GARDENS 4TH STREET	YL
種植道	PLANTATION ROAD	C&amp;W
箕璉坊	GREEN LANE	WC
管制塔路	CONTROL TOWER ROAD	Is
管青路	KWUN TSING ROAD	TM
管翠路	KWUN CHUI ROAD	TM
維狄雅徑	VICTORIANA AVENUE	YL
維園道	VICTORIA PARK ROAD	WC
維翰路	WAI HON ROAD	N
綿發街	MIN FAT STREET	WC
緊急救援西路	ERS WEST ROAD	YL
翠田街	CHUI TIN STREET	ST
翠竹街	CHUI CHUK STREET	WTS
翠杏街	CHUI HANG STREET	E
翠和里	CHUI WO LANE	TP
翠怡街	CHUI YI STREET	TP
翠松路	PINACEAE DRIVE	YL
翠欣街	CHUI YAN STREET	ST
翠屏道	TSUI PING ROAD	KT
翠柏路	CHUI PAK ROAD	YL
翠柏路	CYPRESS DRIVE	YL
翠桐里	CHUI TUNG LANE	YL
翠善街	CHUI SHIN STREET	SK
翠景街	TSUI KING STREET	E
翠琳路	TSUI LAM ROAD	SK
翠塘路	CHUI TONG ROAD	SK
翠群徑	CHUI KWAN DRIVE	Is
翠福路	CHUI FUK ROAD	TM
翠樺道	BOULEVARD DE FORET	TP
翠鳳街	TSUI FUNG STREET	WTS
翠樂街	CHUI LOK STREET	TP
翠興街	TSUI HING STREET	KT
翠嶺里	CHUI LING LANE	SK
翠嶺路	CHUI LING ROAD	SK
翠巒大道	HILLSIDE AVENUE	YL
翠灣街	TSUI WAN STREET	E
翡翠里	JADE LANE	SK
翡翠道	FEI TSUI ROAD	E
聚文街	TSUI MAN STREET	WC
聚星路	TSUI SING ROAD	YL
聚魚道	CHUI YU ROAD	YTM-SSP
聚賢里	TSUI IN LANE	WC
肇堅里	SHIU KIN LANE	WC
肇輝臺	SHIU FAI TERRACE	WC
蔡意橋路	CHOI YEE BRIDGE ROAD	TM
蔴埔坪道	MA PO PING ROAD	Is
裴樂士道	PRICE ROAD	WC
賓吉道	PLUNKETT'S ROAD	C&amp;W
赫德道	HART AVENUE	YTM
赫蘭道	HEADLAND ROAD	S
輔仁街	FU YAN STREET	KT
適安街	SIK ON STREET	WC
遮打道	CHATER ROAD	C&amp;W
鄧屋街	TANG UK STREET	K&amp;T
銀月里	NGAN YUET LANE	KT
銀石街	NGAN SHEK STREET	Is
銀池徑	NGAN CHI PATH	WTS
銀池道	BOULEVARD DE FONTAINE	TP
銀竹里	NGAN CHUK LANE	WTS
銀行街	BANK STREET	C&amp;W
銀杏徑	GINKGO DRIVE	N
銀杏路	GINKGO ROAD	YL
銀岬路	SILVER CAPE ROAD	SK
銀河徑	NGAN HO PATH	WTS
銀城街	NGAN SHING STREET	ST
銀星徑	SILVER STAR PATH	SK
銀泉徑	SILVER STREAM PATH	SK
銀菊徑	MARIGOLD PATH	YL
銀湖路	SILVER LAKE ROAD	SK
銀運路	NGAN WAN ROAD	Is
銀幕街	NGAN MOK STREET	WC
銀漢街	NGAN HON STREET	KC
銀綫灣道	SILVERSTRAND BEACH ROAD	SK
銀臺路	SILVER TERRACE ROAD	SK
銀鳳街	NGAN FUNG STREET	WTS
銀影路	NGAN YING ROAD	SK
銀澳路	NGAN O ROAD	SK
銀樹街	NGAN SHU STREET	Is
銀巒路	SILVER CREST ROAD	SK
銀鑛灣路	NGAN KWONG WAN ROAD	Is
銅鑼灣山路	TUNG LO WAN HILL ROAD	ST
銅鑼灣徑	TUNG LO WAN DRIVE	WC
銅鑼灣道	TUNG LO WAN ROAD	WC
銘賢路	MING YIN ROAD	N
閣麟街	COCHRANE STREET	C&amp;W
閩街	MIN STREET	YTM
鳳池路	FUNG CHI ROAD	YL
鳳攸北街	FUNG YAU STREET NORTH	YL
鳳攸東街	FUNG YAU STREET EAST	YL
鳳攸南街	FUNG YAU STREET SOUTH	YL
鳳攸徑	FUNG YAU PATH	YL
鳳秀路	FUNG SAU ROAD	SK
鳳坪里	FUNG PING LANE	SSP
鳳降村路	FUNG KONG TSUEN ROAD	YL
鳳南里	FUNG NAM LANE	N
鳳南路	FUNG NAM ROAD	N
鳳美徑	FUNG MEI PATH	WTS
鳳香街	FUNG HEUNG STREET	YL
鳳凰徑	PHOENIX PATH	YL
鳳凰臺	FUNG WONG TERRACE	WC
鳳琴街	FUNG KAM STREET	YL
鳳翔徑	FUNG CHEUNG PATH	YL
鳳翔路	FUNG CHEUNG ROAD	YL
鳳園路	FUNG YUEN ROAD	TP
鳳群徑	FUNG KWAN PATH	YL
鳳群街	FUNG KWAN STREET	YL
鳳舞街	FUNG MO STREET	WTS
鳳儀街	FUNG YI STREET	KC
鳳德道	FUNG TAK ROAD	WTS
鳳輝臺	FUNG FAI TERRACE	WC
鳳禮道	FUNG LAI ROAD	WTS
鳳麒路	FUNG KI ROAD	YL
鳴琴路	MING KUM ROAD	TM
鳴鳳街	MING FUNG STREET	WTS
麼地里	MODY LANE	YTM
麼地道	MODY ROAD	YTM
麼地廣場	MODY SQUARE	YTM
綠怡徑	MONTE PATH	ST
綠柳路	LUK LAU AVENUE	WTS
蓮花宮西街	LIN FA KUNG STREET WEST	WC
蓮花宮東街	LIN FA KUNG STREET EAST	WC
蓮花街	LILY STREET	WC
蓮坪路	LIN PING DRIVE	Is
蓮麻坑路	LIN MA HANG ROAD	N
寧波街	NING PO STREET	YTM
寧泰路	NING TAI ROAD	ST
寧華街	NING WAH STREET	WTS
寧富街	NING FOO STREET	E
寧遠街	NING YUEN STREET	WTS
劍橋道	CAMBRIDGE ROAD	KC
廟東街	MIU TUNG STREET	E
廟崗街	MIU KONG STREET	TW
廟街	TEMPLE STREET	YTM
廠房路	STATION ROAD	Is
影業路	YING YIP ROAD	SK
德士古交匯處	TEXACO INTERCHANGE	TW-K&amp;T
德士古道	TEXACO ROAD	K&amp;T-TW
德士古道天橋	TEXACO ROAD FLYOVER	TW-K&amp;T
德士古道北	TEXACO ROAD NORTH	TW
德大徑	TAK TAI PATH	K&amp;T
德己立街	D'AGUILAR STREET	C&amp;W
德仁街	TAK YAN STREET	WC
德民街	TAK MAN STREET	KC
德田街	TAK TIN STREET	KT
德立街	DRAKE STREET	C&amp;W
德安街	TAK ON STREET	KC
德成街	TAK SHING STREET	YTM
德忌利士巷	DOUGLAS LANE	C&amp;W
德忌利士街	DOUGLAS STREET	C&amp;W
德定街	TAK TING STREET	KC
德昌里	TAK CHEONG LANE	YTM
德昌街	TAK CHEONG STREET	YTM
德厚街	TAK HAU STREET	ST
德政圍	TAK CHING COURT	TM
德星里	TAK SING LANE	C&amp;W
德海街	TAK HOI STREET	TW
德華街	TAK WAH STREET	TW
德高道	DAKOTA DRIVE	KC
德康街	TAK HONG STREET	KC
德隆前街	TAK LUNG FRONT STREET	SK
德隆後街	TAK LUNG BACK STREET	SK
德雲道	DEVON ROAD	KC
德業街	TAK YIP STREET	YL
德輔道中	DES VOEUX ROAD CENTRAL	C&amp;W
德輔道西	DES VOEUX ROAD WEST	C&amp;W
德興街	TAK HING STREET	YTM
德豐街	TAK FUNG STREET	KC
慧翠道	WAI TSUI CRESCENT	E
慶平路	HING PING ROAD	TM
慶田街	HING TIN STREET	KT
慶東街	HING TUNG STREET	Is
慶徑石路	HING KENG SHEK ROAD	SK
慶雲街	HING WAN STREET	WC
摩利臣街	MORRISON STREET	C&amp;W
摩星嶺徑	MOUNT DAVIS PATH	C&amp;W
摩星嶺道	MOUNT DAVIS ROAD	C&amp;W-S
摩理臣山道	MORRISON HILL ROAD	WC
摩頓台天橋	MORETON TERRACE FLYOVER	WC
摩頓臺	MORETON TERRACE	WC
摩羅上街	UPPER LASCAR ROW	C&amp;W
摩羅下街	LOWER LASCAR ROW	C&amp;W
摩羅廟交加街	MOSQUE JUNCTION	C&amp;W
摩羅廟街	MOSQUE STREET	C&amp;W
樟大路	CHEUNG TAI ROAD	TP
樟樹灘路	CHEUNG SHUE TAN ROAD	TP
橡樹街	OAK STREET	YTM
