ch,rank,jyutpi,tone
躚,5829,sin1,1
躥,5830,cyun1,1
迺,5831,naai5,5
邂,5832,haai5,5
郃,5833,gap3,3
郕,5834,sing4,4
郜,5835,gou3,3
酃,5836,ling4,4
醢,5837,hoi2,2
釤,5838,saam1,1
鈑,5839,baan2,2
鈧,5840,kong3,3
錸,5841,loi4,4
錁,5842,gwo2,2
鍇,5843,kaai2,2
鐒,5844,lou4,4
闈,5845,wai4,4
闒,5846,taap3,3
阽,5847,dim3,3
陘,5848,zing4,4
隗,5849,ngai5,5
靺,5850,mut6,6
鞦,5851,cau1,1
韙,5852,wai5,5
餿,5853,sau1,1
騖,5854,mou6,6
驊,5855,waa4,4
髳,5856,maau4,4
魨,5857,tyun4,4
鵜,5858,tai4,4
鶚,5859,ngok6,6
鶩,5860,mou6,6
麇,5861,gwan1,1
齟,5862,zeoi2,2
伉,5863,kong3,3
佰,5864,baak3,3
倥,5865,hung1,1
偊,5866,geoi2,2
儽,5867,leoi4,4
兕,5868,zi6,6
哂,5869,can2,2
啈,5870,hang1,1
嗝,5871,gaak3,3
噱,5872,coek3,3
噭,5873,giu3,3
圮,5874,pei2,2
埒,5875,lyut3,3
夼,5876,kong3,3
妗,5877,kam5,5
婊,5878,biu2,2
嫿,5879,waak6,6
嬖,5880,pei3,3
屌,5881,diu2,2
崙,5882,leon4,4
崞,5883,gwok3,3
崮,5884,gu3,3
嶢,5885,jiu4,4
嶧,5886,jik6,6
幗,5887,gwok3,3
廎,5888,king2,2
忝,5889,tim2,2
惓,5890,kyun4,4
愎,5891,bik1,1
憒,5892,kui2,2
掫,5893,zau1,1
搠,5894,sok3,3
摭,5895,zek3,3
摶,5896,tyun4,4
摞,5897,lo2,2
擤,5898,sang3,3
斮,5899,zoek3,3
旒,5900,lau4,4
昕,5901,jan1,1
昉,5902,fong2,2
昱,5903,juk1,1
昫,5904,heoi2,2
晻,5905,am2,2
暘,5906,joeng4,4
曏,5907,hoeng3,3
杙,5908,jik6,6
枻,5909,jai6,6
柷,5910,zuk1,1
梃,5911,ting5,5
梐,5912,bai6,6
桷,5913,gok3,3
棽,5914,cam1,1
棼,5915,fan4,4
楯,5916,seon5,5
榧,5917,fei2,2
櫪,5918,lik1,1
櫨,5919,lou4,4
殍,5920,piu5,5
汜,5921,ci5,5
汧,5922,hin1,1
泖,5923,maau5,5
洧,5924,fui2,2
洫,5925,gwik1,1
洙,5926,syu4,4
洑,5927,fuk6,6
淥,5928,luk6,6
湔,5929,zin1,1
澍,5930,syu6,6
澌,5931,si1,1
澽,5932,geoi3,3
灞,5933,baa3,3
炷,5934,zyu3,3
煢,5935,king4,4
燹,5936,sin2,2
犋,5937,geoi6,6
狴,5938,bai6,6
猁,5939,lei6,6
珅,5940,san1,1
琺,5941,faat3,3
琭,5942,luk6,6
璅,5943,so2,2
璠,5944,faan4,4
璡,5945,zeon3,3
璫,5946,dong1,1
畀,5947,bei2,2
甾,5948,zi1,1
疹,5949,can2,2
痦,5950,ng4,4
瘐,5951,jyu5,5
瘰,5952,lo2,2
癃,5953,lung4,4
癘,5954,lai6,6
睞,5955,loi6,6
砭,5956,bin1,1
砮,5957,nou5,5
碓,5958,deoi3,3
碇,5959,ding3,3
磑,5960,hoi2,2
祓,5961,fat1,1
穠,5962,nung4,4
穭,5963,leoi5,5
窸,5964,sik1,1
笤,5965,tiu4,4
笪,5966,daat3,3
籧,5967,keoi4,4
糈,5968,seoi2,2
絅,5969,gwing2,2
綃,5970,siu1,1
縋,5971,zeoi6,6
繢,5972,kui2,2
纆,5973,mak6,6
罟,5974,gu2,2
羋,5975,me1,1
羝,5976,dai1,1
耨,5977,nau6,6
耰,5978,jau1,1
聃,5979,daam1,1
聒,5980,kut3,3
艅,5981,jyu4,4
茈,5982,caai4,4
莘,5983,san1,1
荽,5984,seoi1,1
萇,5985,coeng4,4
菉,5986,luk6,6
葸,5987,saai2,2
萩,5988,cau1,1
蓁,5989,zeon1,1
蓺,5990,ngai6,6
蕨,5991,kyut3,3
薙,5992,tai3,3
薴,5993,ning4,4
蘡,5994,jing1,1
虻,5995,mong4,4
蚶,5996,ham1,1
蚰,5997,jau4,4
蜆,5998,hin2,2
蜢,5999,maang5,5
蟑,6000,zoeng1,1
螳,6001,tong4,4
蟛,6002,paang4,4
衾,6003,kam1,1
裯,6004,cau4,4
誚,6005,ciu3,3
諑,6006,doek3,3
譎,6007,kyut3,3
譔,6008,zaan6,6
讆,6009,wai6,6
讋,6010,zip3,3
賅,6011,goi1,1
蹐,6012,zik3,3
躐,6013,lip6,6
輞,6014,mong5,5
轡,6015,bei3,3
迨,6016,doi6,6
逡,6017,seon1,1
遨,6018,ngou4,4
邶,6019,bui3,3
邰,6020,toi4,4
郈,6021,hau6,6
郤,6022,gwik1,1
郪,6023,cai1,1
郿,6024,mei4,4
鄔,6025,wu1,1
鄞,6026,ngan4,4
鄢,6027,jin1,1
釵,6028,caa1,1
鈇,6029,fu1,1
鉈,6030,taa1,1
鋃,6031,long4,4
鋌,6032,ting5,5
鎡,6033,zi1,1
鏞,6034,jung4,4
鐔,6035,taam4,4
靨,6036,jip3,3
韔,6037,coeng3,3
顙,6038,song2,2
饜,6039,jim3,3
驃,6040,piu3,3
魌,6041,hei1,1
鮓,6042,zaa2,2
鰉,6043,wong4,4
鱭,6044,cai5,5
鴆,6045,zam6,6
鶉,6046,seon4,4
鵡,6047,mou5,5
鷓,6048,ze3,3
鷙,6049,zi3,3
麋,6050,mei4,4
黻,6051,fat1,1
鼒,6052,zi1,1
齏,6053,zai1,1
仟,6054,cin1,1
佾,6055,jat6,6
侑,6056,jau6,6
佽,6057,ci3,3
佹,6058,gwai2,2
佫,6059,gaak3,3
倨,6060,geoi3,3
倬,6061,coek3,3
傕,6062,gok3,3
傯,6063,zung2,2
僳,6064,suk1,1
儕,6065,caai4,4
儓,6066,toi4,4
儻,6067,tong2,2
刓,6068,jyun4,4
刳,6069,fu1,1
勖,6070,huk1,1
勩,6071,jai6,6
勱,6072,maai6,6
勼,6073,gau1,1
叟,6074,sau2,2
咑,6075,daa2,2
呣,6076,m2,2
咩,6077,me1,1
咼,6078,gwaa3,3
哞,6079,mau1,1
唚,6080,cam3,3
啶,6081,ding6,6
喵,6082,miu1,1
嗈,6083,jung1,1
嘏,6084,gaa2,2
噌,6085,cang1,1
嚄,6086,o2,2
囅,6087,cin2,2
囟,6088,seon2,2
坌,6089,ban3,3
坫,6090,dim3,3
垓,6091,goi1,1
堀,6092,fat1,1
堶,6093,to4,4
妁,6094,zoek3,3
妲,6095,daat3,3
嫪,6096,lou6,6
嬗,6097,sin6,6
岵,6098,wu6,6
崚,6099,ling4,4
嵯,6100,co1,1
嶗,6101,dang3,3
廡,6102,mou4,4
彀,6103,gau3,3
徜,6104,soeng4,4
怩,6105,nei4,4
恁,6106,jam6,6
悛,6107,syun1,1
悾,6108,hung1,1
悱,6109,fei2,2
愔,6110,jam1,1
慳,6111,haan1,1
慪,6112,au1,1
拶,6113,zaat3,3
掊,6114,pau4,4
捭,6115,baai2,2
搒,6116,bong2,2
搌,6117,zin2,2
搴,6118,hin1,1
攲,6119,kei1,1
旃,6120,zin1,1
旰,6121,gon3,3
晷,6122,gwai2,2
曀,6123,ai3,3
曌,6124,ziu3,3
朊,6125,gun2,2
朐,6126,keoi4,4
杕,6127,dai6,6
棖,6128,caam4,4
楬,6129,kit3,3
槎,6130,caa4,4
樗,6131,syu1,1
橈,6132,jiu4,4
檇,6133,zeoi3,3
櫼,6134,cim1,1
櫸,6135,geoi2,2
歿,6136,mut6,6
毌,6137,gun3,3
毐,6138,oi2,2
氍,6139,keoi4,4
洌,6140,lit6,6
涘,6141,zi6,6
淦,6142,gaam3,3
淠,6143,pei3,3
滏,6144,fu2,2
滹,6145,fu1,1
潟,6146,coek3,3
澒,6147,hung3,3
潕,6148,mou5,5
澥,6149,haai5,5
濼,6150,bok6,6
瀣,6151,haai6,6
烊,6152,joeng4,4
熥,6153,tung1,1
熳,6154,maan4,4
燔,6155,faan4,4
爨,6156,cyun3,3
牝,6157,pan5,5
牾,6158,ng5,5
猓,6159,gwo2,2
獐,6160,zoeng1,1
獠,6161,liu4,4
獪,6162,kui2,2
玎,6163,ding1,1
珽,6164,ting5,5
琮,6165,cung4,4
璁,6166,cung1,1
璈,6167,ngou4,4
璩,6168,keoi4,4
瓅,6169,lik1,1
畛,6170,zan2,2
畹,6171,jyun2,2
疰,6172,zyu3,3
瘺,6173,lau6,6
癤,6174,zit3,3
皰,6175,paau3,3
盦,6176,am1,1
矍,6177,fok3,3
矰,6178,zang1,1
硠,6179,long4,4
磣,6180,cam2,2
祔,6181,fu6,6
禡,6182,maa6,6
竑,6183,wang4,4
篥,6184,leot6,6
簉,6185,zou6,6
籜,6186,tok3,3
粞,6187,sai1,1
紟,6188,gam1,1
紲,6189,sit3,3
紱,6190,fat1,1
紬,6191,cau1,1
紩,6192,dit6,6
綞,6193,do2,2
繙,6194,faan1,1
罌,6195,aang1,1
羼,6196,caan3,3
翳,6197,ai3,3
耵,6198,ding1,1
聵,6199,kui2,2
胂,6200,san6,6
胼,6201,bin1,1
膦,6202,leon4,4
舛,6203,cyun2,2
艋,6204,maang5,5
艿,6205,jing4,4
茖,6206,gaak3,3
荻,6207,dik6,6
菼,6208,taam2,2
菑,6209,zi1,1
蓊,6210,jung2,2
蔞,6211,lau4,4
蕹,6212,jung1,1
虯,6213,kau4,4
蚪,6214,dau2,2
蚩,6215,ci1,1
蚋,6216,jeoi6,6
蜍,6217,ceoi4,4
蜴,6218,jik6,6
蠐,6219,cai4,4
蠵,6220,kwai4,4
褭,6221,niu5,5
襞,6222,bik1,1
襫,6223,sik1,1
觫,6224,cuk1,1
詈,6225,lei6,6
詿,6226,gwaa3,3
諠,6227,hyun1,1
譙,6228,ciu4,4
譖,6229,cam3,3
譫,6230,zim1,1
譾,6231,zin2,2
讎,6232,cau4,4
貊,6233,mak6,6
貔,6234,pei4,4
賕,6235,kau4,4
贇,6236,wan1,1
跣,6237,sin3,3
蹀,6238,dip6,6
蹕,6239,bat1,1
躒,6240,lik1,1
輈,6241,zau1,1
轔,6242,leon4,4
逯,6243,luk6,6
遢,6244,taap3,3
遹,6245,leot6,6
邋,6246,laap6,6
邠,6247,ban1,1
邴,6248,bing2,2
邽,6249,gwai1,1
醯,6250,hei1,1
醽,6251,ling4,4
釧,6252,cyun1,1
釹,6253,neoi5,5
釽,6254,pik1,1
鉭,6255,daan3,3
鉏,6256,co4,4
銠,6257,lou5,5
鉿,6258,hap6,6
錡,6259,ji2,2
錙,6260,zi1,1
錛,6261,ban1,1
鎏,6262,lau4,4
鎛,6263,bok3,3
鏃,6264,zuk6,6
鏦,6265,cung1,1
鑣,6266,biu1,1
閎,6267,wang4,4
閿,6268,man4,4
闐,6269,tin4,4
闤,6270,waan4,4
鞝,6271,soeng5,5
鞫,6272,guk1,1
韉,6273,zin1,1
颺,6274,joeng4,4
饗,6275,hoeng2,2
鬎,6276,laat6,6
鬩,6277,jik1,1
鬮,6278,gau1,1
鬯,6279,coeng3,3
魎,6280,loeng5,5
魘,6281,jim2,2
鱈,6282,syut3,3
鴞,6283,hiu1,1
鴟,6284,ci1,1
鵁,6285,gaau1,1
鵒,6286,juk6,6
鶂,6287,jik6,6
鶿,6288,ci4,4
黦,6289,wat1,1
齦,6290,han2,2
乇,6291,tok3,3
乜,6292,mat1,1
乩,6293,gei1,1
仵,6294,ng5,5
倞,6295,ging6,6
倷,6296,noi6,6
僰,6297,baak6,6
儌,6298,giu1,1
儺,6299,no4,4
剋,6300,hak1,1
劬,6301,keoi4,4
厴,6302,jim2,2
叡,6303,haai6,6
呤,6304,ling4,4
哏,6305,gan1,1
呲,6306,zi1,1
唈,6307,jap1,1
唳,6308,leoi6,6
喎,6309,waa1,1
嘽,6310,cin2,2
嘬,6311,caai3,3
噦,6312,jyut6,6
嚜,6313,maa1,1
垟,6314,joeng4,4
垚,6315,jiu1,1
埆,6316,gok3,3
埻,6317,zeon2,2
埏,6318,jin4,4
墉,6319,jung4,4
墘,6320,king4,4
墀,6321,ci4,4
墦,6322,faan4,4
奩,6323,lim4,4
妣,6324,bei2,2
妺,6325,mut6,6
姱,6326,kwaa1,1
娉,6327,ping1,1
媯,6328,gwai1,1
嫖,6329,piu4,4
嫘,6330,leoi4,4
嬃,6331,seoi1,1
宄,6332,gwai2,2
寀,6333,coi2,2
尻,6334,haau1,1
屣,6335,saai2,2
崤,6336,ngaau4,4
嵫,6337,zi1,1
崳,6338,jyu4,4
嵽,6339,dai3,3
嶠,6340,giu6,6
嶷,6341,ji4,4
巋,6342,kwai1,1
庥,6343,jau1,1
弶,6344,koeng5,5
徯,6345,hai4,4
忭,6346,bin6,6
怙,6347,wu6,6
怍,6348,zok6,6
悃,6349,kwan2,2
惎,6350,gei6,6
慊,6351,him3,3
憝,6352,deoi6,6
懌,6353,jik6,6
懟,6354,deoi6,6
捃,6355,kwan2,2
挲,6356,so1,1
揃,6357,zin1,1
搰,6358,wat6,6
撉,6359,dan3,3
攮,6360,nong5,5
斫,6361,zoek3,3
旄,6362,mou4,4
旟,6363,jyu4,4
晞,6364,hei1,1
暵,6365,hon3,3
曄,6366,jip6,6
曚,6367,mung4,4
朏,6368,fei2,2
杌,6369,ngat6,6
柝,6370,tok3,3
桄,6371,gwong1,1
楛,6372,fu2,2
榾,6373,gwat1,1
樛,6374,gau1,1
櫜,6375,gou1,1
櫬,6376,can3,3
歃,6377,saap3,3
殤,6378,soeng1,1
殣,6379,gan2,2
殪,6380,ji3,3
殽,6381,ngaau4,4
氕,6382,pit3,3
氤,6383,jan1,1
氾,6384,faan3,3
汫,6385,zeng2,2
泫,6386,jyun5,5
洨,6387,haau4,4
洭,6388,hong1,1
洿,6389,wu1,1
泚,6390,ci2,2
涑,6391,cuk1,1
湴,6392,baan6,6
湞,6393,zing1,1
湨,6394,gwik1,1
溲,6395,sau1,1
溱,6396,zeon1,1
滃,6397,jung2,2
滻,6398,caan2,2
滫,6399,sau1,1
澠,6400,man5,5
澫,6401,maan6,6
濠,6402,hou4,4
濞,6403,pei3,3
瀅,6404,jing4,4
瀧,6405,lung4,4
瀼,6406,joeng4,4
瀵,6407,fan3,3
焌,6408,ceot1,1
熜,6409,zung2,2
燊,6410,san1,1
燠,6411,juk1,1
爇,6412,jyut3,3
爻,6413,ngaau4,4
牁,6414,go1,1
牂,6415,zong1,1
狃,6416,nau2,2
狨,6417,jung4,4
狺,6418,ngan4,4
獮,6419,sin2,2
獼,6420,lei4,4
玕,6421,gon1,1
珈,6422,gaa1,1
珪,6423,gwai1,1
琇,6424,sau3,3
琀,6425,ham3,3
瑗,6426,jyun6,6
瓠,6427,wok6,6
瓻,6428,ci1,1
瘈,6429,kai3,3
瘭,6430,biu1,1
皞,6431,hou6,6
眇,6432,miu5,5
眥,6433,zi6,6
睇,6434,tai2,2
矞,6435,wat6,6
矧,6436,can2,2
砦,6437,zaai6,6
碭,6438,dong6,6
礞,6439,mung4,4
祧,6440,tiu1,1
禊,6441,hai6,6
禛,6442,zan1,1
穰,6443,joeng4,4
笄,6444,gai1,1
筦,6445,gun2,2
筴,6446,caak3,3
篌,6447,hau4,4
籙,6448,luk6,6
籹,6449,jyu5,5
粧,6450,zong1,1
糒,6451,bei6,6
絎,6452,han6,6
縠,6453,huk6,6
縲,6454,leoi4,4
縩,6455,coi3,3
繒,6456,zang1,1
繻,6457,seoi1,1
纑,6458,lou4,4
纚,6459,saai2,2
缶,6460,fau2,2
罳,6461,si1,1
罽,6462,gai3,3
胠,6463,keoi1,1
胗,6464,zan1,1
腯,6465,dat1,1
舨,6466,baan2,2
茆,6467,maau5,5
苾,6468,bat6,6
苴,6469,zeoi1,1
茌,6470,ci4,4
菅,6471,gaan1,1
菔,6472,baak6,6
菏,6473,go1,1
菥,6474,sik1,1
菘,6475,sung1,1
葎,6476,leot6,6
蓐,6477,juk6,6
蓰,6478,saai2,2
蕆,6479,cin2,2
蕤,6480,jeoi4,4
蕁,6481,cam4,4
藂,6482,cung4,4
蛩,6483,kung4,4
蝣,6484,jau4,4
蝥,6485,maau4,4
螗,6486,tong4,4
蟊,6487,maau4,4
螽,6488,zung1,1
衩,6489,caa3,3
袺,6490,git3,3
裎,6491,cing4,4
褌,6492,gwan1,1
褳,6493,lin4,4
襁,6494,koeng5,5
襝,6495,lim6,6
觚,6496,gu1,1
觭,6497,gei1,1
觳,6498,huk6,6
觿,6499,kwai4,4
訇,6500,gwang1,1
訒,6501,jan6,6
詘,6502,wat1,1
詵,6503,san1,1
諔,6504,cuk1,1
諶,6505,sam4,4
谿,6506,kai1,1
賻,6507,fu6,6
贔,6508,bai3,3
趺,6509,fu1,1
跗,6510,fu1,1
跬,6511,kwai2,2
踣,6512,baak6,6
蹔,6513,zaam6,6
躓,6514,zi3,3
輅,6515,lou6,6
輶,6516,jau4,4
迓,6517,ngaa6,6
邐,6518,lei5,5
邘,6519,jyu1,1
邡,6520,fong1,1
郋,6521,hai4,4
鄹,6522,zau1,1
酢,6523,cou3,3
醅,6524,pui1,1
醑,6525,seoi2,2
醮,6526,ziu3,3
醭,6527,buk6,6
釕,6528,liu5,5
鈚,6529,pei4,4
鈿,6530,din6,6
鈰,6531,si5,5
鉺,6532,ji5,5
鋈,6533,juk1,1
錆,6534,coeng1,1
錣,6535,zyut3,3
鍆,6536,mun4,4
錤,6537,gei1,1
鍤,6538,caap3,3
鎲,6539,tong2,2
鏑,6540,dik1,1
鏇,6541,syun4,4
鐨,6542,fai3,3
閫,6543,kwan2,2
闍,6544,dou1,1
閽,6545,fan1,1
闉,6546,jan1,1
阢,6547,ngat6,6
阬,6548,haang1,1
隰,6549,zaap6,6
霪,6550,jam4,4
靉,6551,oi2,2
靸,6552,saap3,3
鞬,6553,gin1,1
顢,6554,mun1,1
飧,6555,syun1,1
餼,6556,hei3,3
饉,6557,gan2,2
饈,6558,sau1,1
饕,6559,tou1,1
駑,6560,nou4,4
騄,6561,luk6,6
騅,6562,zeoi1,1
騸,6563,sin3,3
驁,6564,ngou4,4
骰,6565,sik1,1
鬘,6566,maan4,4
鯁,6567,gang2,2
鯖,6568,cing1,1
鯷,6569,tai4,4
鰥,6570,gwaan1,1
鰳,6571,lak6,6
鴃,6572,kyut3,3
鵏,6573,bou2,2
鶺,6574,zik3,3
鷖,6575,ji1,1
鷥,6576,si1,1
鷯,6577,liu4,4
黼,6578,fu2,2
齔,6579,can3,3
齕,6580,hat6,6
齪,6581,cuk1,1
亍,6582,cuk1,1
亹,6583,mei5,5
仂,6584,lak6,6
倓,6585,taam4,4
儔,6586,cau4,4
儱,6587,lung5,5
冇,6588,mou5,5
刲,6589,gwai1,1
劌,6590,gwai3,3
劙,6591,lai5,5
劭,6592,siu6,6
匏,6593,paau4,4
匜,6594,ji4,4
卮,6595,zi1,1
卼,6596,ngat6,6
吰,6597,wang4,4
呔,6598,taai1,1
唼,6599,cip3,3
唪,6600,fung2,2
喈,6601,gaai1,1
嗍,6602,sok3,3
嗙,6603,pong3,3
嗾,6604,sau2,2
嚃,6605,daap3,3
圂,6606,wan6,6
圇,6607,leon4,4
圌,6608,cyun2,2
圞,6609,lyun4,4
坁,6610,zi2,2
坼,6611,caak3,3
垵,6612,am1,1
埕,6613,cing4,4
堍,6614,tou3,3
堽,6615,gong1,1
壈,6616,lam5,5
夬,6617,gwaai2,2
奰,6618,bei6,6
妘,6619,wan4,4
姁,6620,heoi1,1
姮,6621,hang4,4
娀,6622,sung1,1
娭,6623,aai1,1
婘,6624,gyun3,3
媟,6625,sit3,3
媼,6626,ou2,2
嫗,6627,jyu2,2
嫫,6628,mou4,4
嬔,6629,faan3,3
嬙,6630,coeng4,4
孖,6631,maa1,1
宭,6632,kwan4,4
寤,6633,ng6,6
尥,6634,liu6,6
岈,6635,haa1,1
岣,6636,gau2,2
岢,6637,ho2,2
峇,6638,baa1,1
崁,6639,ham3,3
崒,6640,zeot1,1
崟,6641,jam4,4
嵲,6642,jit6,6
嶍,6643,zaap6,6
嶒,6644,cang4,4
嶨,6645,bok3,3
嶴,6646,ngou3,3
巉,6647,caam4,4
巘,6648,jin5,5
巿,6649,fat1,1
帡,6650,ping4,4
幧,6651,ciu1,1
幪,6652,mung4,4
庳,6653,bei1,1
廨,6654,gaai3,3
弇,6655,jim2,2
弮,6656,hyun1,1
弸,6657,bang1,1
彧,6658,juk1,1
彳,6659,cik1,1
徛,6660,gei3,3
忮,6661,gei6,6
怫,6662,fai3,3
恓,6663,sai1,1
惝,6664,cong2,2
惛,6665,fan1,1
愐,6666,min5,5
愍,6667,man5,5
愨,6668,kok3,3
慓,6669,piu5,5
慝,6670,nik1,1
憯,6671,caam2,2
懃,6672,kan4,4
戌,6673,seot1,1
扃,6674,gwing1,1
扤,6675,at1,1
抔,6676,pau4,4
捌,6677,baat3,3
挩,6678,seoi3,3
捩,6679,lai6,6
掞,6680,sim3,3
揎,6681,syun1,1
撝,6682,fai1,1
揠,6683,aat1,1
揲,6684,dip6,6
搋,6685,caai1,1
摋,6686,saat3,3
擿,6687,tik1,1
敉,6688,mai5,5
斲,6689,doek3,3
旂,6690,kei4,4
旯,6691,lo1,1
昀,6692,wan4,4
昝,6693,zaan2,2
晡,6694,bou1,1
晬,6695,zeoi3,3
暍,6696,hot3,3
暐,6697,wai5,5
曈,6698,tung4,4
暾,6699,tan1,1
朘,6700,syun1,1
朳,6701,paa4,4
枓,6702,dau2,2
杪,6703,miu5,5
柒,6704,cat1,1
柁,6705,to4,4
枲,6706,saai2,2
栟,6707,bing1,1
栳,6708,lou5,5
栝,6709,kut3,3
桹,6710,long4,4
棶,6711,loi4,4
椋,6712,loeng4,4
椸,6713,ji4,4
棰,6714,ceoi4,4
槨,6715,gwok3,3
槿,6716,gan2,2
樘,6717,tong4,4
櫫,6718,zyu1,1
欑,6719,cyun4,4
欬,6720,kat1,1
欸,6721,aai2,2
欿,6722,ham2,2
歈,6723,jyu4,4
殛,6724,gik1,1
殠,6725,cau3,3
毹,6726,jyu4,4
氌,6727,lou5,5
氳,6728,wan1,1
氿,6729,gwai1,1
沬,6730,mei6,6
淏,6731,hou6,6
湣,6732,man5,5
湲,6733,jyun4,4
滈,6734,hou6,6
溠,6735,zaa3,3
溷,6736,wan6,6
溳,6737,wan4,4
漊,6738,lau4,4
濆,6739,fan4,4
潿,6740,wai4,4
澹,6741,daam6,6
澶,6742,sin4,4
澨,6743,sai6,6
濔,6744,mei5,5
瀔,6745,guk1,1
瀰,6746,mei4,4
灺,6747,ce6,6
炤,6748,ziu3,3
炟,6749,daat3,3
焐,6750,ng6,6
焮,6751,jan1,1
熗,6752,coeng3,3
熯,6753,hon3,3
燂,6754,cim4,4
爊,6755,ngou4,4
爝,6756,zoek6,6
牮,6757,zin3,3
犨,6758,cau4,4
犴,6759,hon4,4
狁,6760,wan5,5
狖,6761,jau6,6
狾,6762,zai3,3
狳,6763,jyu4,4
猊,6764,ngai4,4
猰,6765,jaak3,3
猢,6766,wu4,4
猱,6767,naau4,4
猺,6768,jiu4,4
獫,6769,him2,2
獯,6770,fan1,1
玥,6771,jyut6,6
玤,6772,bung2,2
珥,6773,ji6,6
琫,6774,bung2,2
瑁,6775,mou6,6
琿,6776,wan4,4
瑊,6777,zam1,1
瑢,6778,jung4,4
瑱,6779,tin3,3
瓔,6780,jing1,1
瓛,6781,wun4,4
瓴,6782,ling4,4
甍,6783,mang4,4
疐,6784,zi3,3
疔,6785,deng1,1
疥,6786,gaai3,3
疳,6787,gam1,1
痎,6788,gaai1,1
痿,6789,wai2,2
瘏,6790,tou4,4
瘃,6791,zuk1,1
瘥,6792,caai3,3
瘼,6793,mok6,6
瘵,6794,zaai3,3
瘲,6795,zung3,3
癜,6796,din6,6
皕,6797,bik1,1
皤,6798,po4,4
盉,6799,wo4,4
眊,6800,mou6,6
眙,6801,ci3,3
睆,6802,wun2,2
睅,6803,hon6,6
睊,6804,gyun1,1
瞍,6805,sau2,2
瞋,6806,can1,1
瞭,6807,liu4,4
矱,6808,wok3,3
矼,6809,gong1,1
硨,6810,ce1,1
磽,6811,haau1,1
磲,6812,keoi4,4
礅,6813,dan1,1
礵,6814,soeng1,1
禋,6815,jan1,1
禤,6816,hyun3,3
禰,6817,nei4,4
禳,6818,joeng4,4
穇,6819,saam1,1
窊,6820,waa1,1
窣,6821,seot1,1
窬,6822,jyu4,4
笏,6823,fat1,1
筅,6824,sin2,2
筮,6825,sai6,6
筥,6826,geoi2,2
箠,6827,ceoi4,4
篨,6828,ceoi4,4
篔,6829,wan4,4
簏,6830,luk1,1
簣,6831,gwai6,6
簠,6832,fu2,2
簹,6833,dong1,1
糝,6834,saam2,2
絁,6835,si1,1
綈,6836,tai4,4
綆,6837,gang2,2
綯,6838,tou4,4
緹,6839,tai4,4
緦,6840,si1,1
縟,6841,juk6,6
縕,6842,wan1,1
縯,6843,jan5,5
縶,6844,zap1,1
繰,6845,ciu1,1
繯,6846,jyun6,6
纛,6847,dou6,6
罅,6848,laa3,3
罍,6849,leoi4,4
罡,6850,gong1,1
罛,6851,gu1,1
罹,6852,lei4,4
罻,6853,wai3,3
罾,6854,zang1,1
羆,6855,bei1,1
翃,6856,wang4,4
翛,6857,siu1,1
翥,6858,zyu3,3
耋,6859,dit6,6
耜,6860,zi6,6
聹,6861,ning4,4
肫,6862,zeon1,1
肭,6863,nat6,6
胍,6864,gu1,1
胴,6865,dung6,6
脢,6866,mui4,4
腩,6867,naam5,5
腡,6868,lo4,4
膙,6869,koeng6,6
臢,6870,zim1,1
臬,6871,jit6,6
舯,6872,zung1,1
舳,6873,zuk6,6
艎,6874,wong4,4
艟,6875,tung4,4
艫,6876,lou4,4
艮,6877,gan3,3
艽,6878,kau4,4
芎,6879,gung1,1
芑,6880,gei2,2
芟,6881,saam1,1
芰,6882,gei6,6
芾,6883,fai3,3
芨,6884,gap1,1
芩,6885,kam4,4
茀,6886,fat1,1
苻,6887,fu4,4
苤,6888,pei2,2
莩,6889,fu1,1
菸,6890,jin1,1
萸,6891,jyu4,4
萑,6892,wun4,4
菾,6893,tim4,4
葖,6894,dat6,6
葶,6895,ting4,4
蒎,6896,paai3,3
蒟,6897,geoi2,2
蒯,6898,gwaai2,2
蔦,6899,niu5,5
蓛,6900,chik1,1
蕖,6901,keoi4,4
蕢,6902,gwai6,6
薜,6903,bai6,6
薀,6904,wan1,1
薤,6905,haai6,6
薆,6906,oi3,3
薁,6907,juk1,1
薷,6908,jyu4,4
藚,6909,zuk6,6
藶,6910,lik6,6
虓,6911,haau1,1
虺,6912,fui1,1
蚺,6913,jim4,4
蛘,6914,joeng4,4
蛑,6915,mai4,4
蜊,6916,lei4,4
蛸,6917,saau1,1
蜩,6918,tiu4,4
蜞,6919,kei4,4
蜾,6920,gwo2,2
蝂,6921,baan2,2
螈,6922,jyun4,4
螬,6923,cou4,4
螵,6924,piu1,1
螮,6925,dai3,3
蟯,6926,jiu4,4
蟢,6927,hei2,2
蠃,6928,lo2,2
蠆,6929,caai3,3
蠑,6930,wing4,4
蠖,6931,wok6,6
衄,6932,nuk6,6
衎,6933,hon2,2
衿,6934,gam1,1
袢,6935,paan3,3
裒,6936,fau4,4
褟,6937,taap3,3
襜,6938,lim5,5
襦,6939,jyu4,4
襭,6940,git3,3
襮,6941,bok3,3
襴,6942,laan4,4
襻,6943,paan3,3
覘,6944,zim1,1
覯,6945,gau3,3
觶,6946,zi3,3
詖,6947,bei1,1
誄,6948,leoi6,6
諏,6949,zau1,1
諞,6950,pin4,4
謦,6951,hing3,3
譸,6952,zau1,1
讙,6953,fun1,1
豝,6954,baa1,1
貐,6955,jyu5,5
貘,6956,mak6,6
貺,6957,fong3,3
賨,6958,cung4,4
