rank,jyutpi,ch
5352,gaak3 ,翮 
5353,sau1  ,脩 
5354,ling4 ,舲 
5355,cou4  ,艚 
5356,fau4  ,芣 
5357,mou4  ,芼 
5358,ji5   ,苡 
5359,mui4  ,莓 
5360,gan2  ,堇 
5361,fung1 ,葑 
5362,bat1  ,蓽 
5363,sau2  ,藪 
5364,lung4 ,蘢 
5365,fok3  ,藿 
5366,fau4  ,蜉 
5367,zoeng6,蟓 
5368,sim4  ,蟾 
5369,cing1 ,蟶 
5370,gyun1 ,蠲 
5371,loeng5,裲 
5372,hung3 ,訌 
5373,heoi1 ,訏 
5374,cuk1  ,蹴 
5375,dan2  ,躉 
5376,zan2  ,軫 
5377,kwai4 ,逵 
5378,wu6   ,鄠 
5379,nei4  ,鈮 
5380,tong1 ,鏜 
5381,ngou4 ,鏖 
5382,syun6 ,鐫 
5383,jim4  ,閆 
5384,jung1 ,雝 
5385,zai3  ,霽 
5386,leng3 ,靚 
5387,jung4 ,顒 
5388,gwan1 ,鯤 
5389,taap3 ,鰨 
5390,zaap6 ,鰼 
5391,cam4  ,鱘 
5392,pei4  ,鼙 
5393,zi1   ,齜 
5394,pei2  ,仳 
5395,pei1  ,伾 
5396,cuk1  ,俶 
5397,hai4  ,傒 
5398,tung4 ,僮 
5399,nung4 ,儂 
5400,joeng4,儴 
5401,jyut6 ,刖 
5402,hoi2  ,剴 
5403,piu5  ,剽 
5404,tou4  ,匋 
5405,bin6  ,卞 
5406,haap3 ,嗑 
5407,seon3 ,噀 
5408,fat1  ,囫 
5409,jyun4 ,垸 
5410,hau6  ,堠 
5411,ping1 ,姘 
5412,haau4 ,姣 
5413,aa3   ,婭 
5414,bou2  ,孬 
5415,caan3 ,孱 
5416,wai1  ,崴 
5417,mei4  ,嵋 
5418,jing4 ,嶸 
5419,si3   ,弒 
5420,sung1 ,忪 
5421,taan2 ,忐 
5422,cik1  ,慼 
5423,jyut6 ,抈 
5424,guk6  ,挶 
5425,pung3 ,掽 
5426,kin4  ,掮 
5427,cam4  ,撏 
5428,laan4 ,斕 
5429,siu6  ,旐 
5430,dit6  ,昳 
5431,seot6 ,朮 
5432,dai2  ,柢 
5433,hiu1  ,枵 
5434,zyut3 ,梲 
5435,lin6  ,楝 
5436,seon2 ,榫 
5437,ceoi3 ,橇 
5438,coeng4,檣 
5439,hei1  ,欷 
5440,can2  ,殄 
5441,lim6  ,殮 
5442,caa1  ,汊 
5443,cau4  ,泅 
5444,jyun4 ,洹 
5445,but6  ,浡 
5446,ng4   ,浯 
5447,juk6  ,淯 
5448,zok6  ,浞 
5449,ming4 ,溟 
5450,saau3 ,潲 
5451,buk6  ,濮 
5452,joeng4,煬 
5453,hou3  ,犒 
5454,ging3 ,獍 
5455,fun1  ,獾 
5456,doi6  ,玳 
5457,bit1  ,珌 
5458,lou6  ,璐 
5459,ting2 ,町 
5460,jyu4  ,畬 
5461,can2  ,疢 
5462,saa1  ,痧 
5463,haan4 ,癇 
5464,sik1  ,皙 
5465,ziu3  ,皭 
5466,sim2  ,睒 
5467,ngaai4,睚 
5468,gu2   ,瞽 
5469,sin1  ,秈 
5470,mut3  ,秣 
5471,gei3  ,穊 
5472,jiu2  ,窈 
5473,diu6  ,窕 
5474,tang4 ,籐 
5475,lai6  ,糲 
5476,cyu5  ,紵 
5477,kwan2 ,綑 
5478,hin2  ,繾 
5479,leoi6 ,耒 
5480,dau6  ,脰 
5481,geoi1 ,腒 
5482,gaak3 ,膈 
5483,lou4  ,臚 
5484,jyu4  ,臾 
5485,ngai5 ,艤 
5486,ji4   ,荑 
5487,hang6 ,荇 
5488,zeoi1 ,菹 
5489,daam6 ,萏 
5490,sam6  ,葚 
5491,bui3  ,蓓 
5492,kau3  ,蔻 
5493,ji3   ,薏 
5494,zaa3  ,蚱 
5495,san4  ,蜃 
5496,fo1   ,蝌 
5497,fu6   ,蝜 
5498,cik1  ,螫 
5499,wong4 ,蟥 
5500,sik3  ,裼 
5501,dik6  ,覿 
5502,hong1 ,誆 
5503,gwong2,誑 
5504,cim2  ,諂 
5505,laan2 ,讕 
5506,jin6  ,讞 
5507,ban1  ,豳 
5508,zaai6 ,豸 
5509,paau3 ,趵 
5510,to4   ,跎 
5511,bai1  ,跛 
5512,pung3 ,踫 
5513,ci4   ,踟 
5514,jan6  ,軔 
5515,daai6 ,軑 
5516,lin5  ,輦 
5517,ham2  ,轗 
5518,hau6  ,逅 
5519,taam4 ,郯 
5520,jung4 ,鄘 
5521,jau5  ,銪 
5522,long5 ,閬 
5523,wu1   ,靰 
5524,zyun1 ,顓 
5525,cing4 ,餳 
5526,toi4  ,駘 
5527,kwai4 ,騤 
5528,hiu1  ,驍 
5529,lau4  ,髏 
5530,duk6  ,髑 
5531,toi4  ,鮐 
5532,lei4  ,鱺 
5533,hat6  ,黠 
5534,sek6  ,鼫 
5535,joek6 ,龠 
5536,zoeng2,仉 
5537,keoi1 ,佉 
5538,tung4 ,佟 
5539,tok3  ,侂 
5540,coeng1,倀 
5541,cim1  ,僉 
5542,hei1  ,僖 
5543,kui2  ,儈 
5544,daam1 ,儋 
5545,man5  ,刎 
5546,king4 ,勍 
5547,cou3  ,厝 
5548,lek1  ,叻 
5549,bo1   ,啵 
5550,sou3  ,嗉 
5551,faai3 ,噲 
5552,jyu4  ,嚅 
5553,guk1  ,嚳 
5554,zip3  ,囁 
5555,ling4 ,囹 
5556,caa4  ,垞 
5557,dip6  ,堞 
5558,jing4 ,塋 
5559,dei6  ,墬 
5560,jing6 ,媵 
5561,lei4  ,嫠 
5562,zi1   ,孳 
5563,jau6  ,宥 
5564,gaa1  ,尕 
5565,seon1 ,峋 
5566,zaang1,崢 
5567,bo1   ,嶓 
5568,wai4  ,幃 
5569,ng5   ,忤 
5570,seon1 ,恂 
5571,jan1  ,慇 
5572,lam5  ,懍 
5573,ngong6,戇 
5574,coeng4,戕 
5575,bin6  ,抃 
5576,gwaa3 ,挂 
5577,cyut3 ,捽 
5578,zung2 ,摠 
5579,jau4  ,斿 
5580,go1   ,旮 
5581,kwai4 ,暌 
5582,gou2  ,暠 
5583,cyu5  ,杼 
5584,cau2  ,杻 
5585,gwaai2,柺 
5586,cat1  ,桼 
5587,bei1  ,椑 
5588,pun4  ,槃 
5589,zi1   ,榰 
5590,sit3  ,榍 
5591,hei1  ,榿 
5592,fong2 ,榥 
5593,cong4 ,橦 
5594,cing1 ,檉 
5595,zaau6 ,櫂 
5596,ling4 ,欞 
5597,mou4  ,氂 
5598,cong2 ,氅 
5599,pou2  ,氆 
5600,wu1   ,汙 
5601,gau1  ,泃 
5602,ming4 ,洺 
5603,nin5  ,涊 
5604,fei4  ,淝 
5605,fat1  ,淴 
5606,min5  ,湎 
5607,fung1 ,渢 
5608,seoi1 ,濉 
5609,laai6 ,瀨 
5610,hyun1 ,烜 
5611,jau5  ,牖 
5612,dai2  ,牴 
5613,zeoi1 ,狙 
5614,gyun1 ,狷 
5615,caat3 ,獺 
5616,gaai3 ,玠 
5617,seon1 ,珣 
5618,gun2  ,琯 
5619,gwan1 ,琨 
5620,zaan1 ,琖 
5621,gei1  ,璣 
5622,zou2  ,璪 
5623,ngaa5 ,疋 
5624,zit3  ,疌 
5625,saan3 ,疝 
5626,lam4  ,痳 
5627,laat3 ,瘌 
5628,ke4   ,瘸 
5629,jung1 ,癰 
5630,leon4 ,瞵 
5631,co4   ,矬 
5632,fau4  ,稃 
5633,zik6  ,稙 
5634,man4  ,笢 
5635,joek6 ,箬 
5636,gwai2 ,簋 
5637,bat1  ,篳 
5638,goeng6,糨 
5639,gat1  ,紇 
5640,fong3 ,絖 
5641,waan2 ,綰 
5642,sin3  ,綪 
5643,soeng1,緗 
5644,kit3  ,纈 
5645,hing3 ,罄 
5646,jap1  ,翕 
5647,caau2 ,耖 
5648,fong1 ,肓 
5649,fei4  ,腓 
5650,ban3  ,臏 
5651,jim5  ,苒 
5652,geoi2 ,莒 
5653,loeng4,莨 
5654,ngo4  ,莪 
5655,gu1   ,菰 
5656,hung4 ,蕻 
5657,gwik1 ,虢 
5658,pei4  ,蚍 
5659,ling4 ,蛉 
5660,gaap3 ,蛺 
5661,mai6  ,袂 
5662,can2  ,袗 
5663,gaa1  ,袈 
5664,saa1  ,裟 
5665,fun1  ,覂 
5666,jyu4  ,覦 
5667,kit3  ,訐 
5668,suk1  ,謖 
5669,caam3 ,讖 
5670,zaan2 ,趲 
5671,zek3  ,跖 
5672,cit3  ,踅 
5673,pin4  ,蹁 
5674,lau4  ,蹓 
5675,dik1  ,蹢 
5676,buk6  ,蹼 
5677,wong4 ,遑 
5678,miu5  ,邈 
5679,jung1 ,邕 
5680,si1   ,釃 
5681,jim6  ,釅 
5682,zat6  ,銍 
5683,jan1  ,銦 
5684,deoi6 ,錞 
5685,jat6  ,鎰 
5686,lau4  ,鎦 
5687,mok6  ,鏌 
5688,deoi6 ,鐓 
5689,dang1 ,鐙 
5690,goi1  ,陔 
5691,lok3  ,雒 
5692,bun3  ,靽 
5693,fat1  ,韍 
5694,nip6  ,顳 
5695,ci4   ,餈 
5696,zeon3 ,餕 
5697,wu4   ,餬 
5698,kei4  ,騏 
5699,fu1   ,骷 
5700,gaak3 ,鬲 
5701,fat1  ,魆 
5702,coeng1,鯧 
5703,cau1  ,鰍 
5704,man5  ,鰶 
5705,ning6 ,佞 
5706,jyu2  ,傴 
5707,suk1  ,儵 
5708,zik1  ,勣 
5709,cong2 ,厂 
5710,hei1  ,唏 
5711,wong4 ,喤 
5712,de1   ,嗲 
5713,zyun2 ,囀 
5714,ngai6 ,囈 
5715,lo1   ,囉 
5716,zik6  ,埴 
5717,aa3   ,埡 
5718,kei4  ,埼 
5719,wo1   ,堝 
5720,jan1  ,堙 
5721,si4   ,塒 
5722,ham3  ,墈 
5723,kwong3,壙 
5724,gat1  ,姞 
5725,jiu4  ,嬈 
5726,ji4   ,宧 
5727,zau6  ,岫 
5728,dit6  ,帙 
5729,ak1   ,幄 
5730,paau4 ,庖 
5731,zi6   ,彘 
5732,joeng4,徉 
5733,ciu1  ,怊 
5734,dai6  ,悌 
5735,cai1  ,悽 
5736,hin1  ,愆 
5737,jung4 ,慵 
5738,fu3   ,戽 
5739,pok3  ,扑 
5740,on3   ,摁 
5741,zip3  ,摺 
5742,piu1  ,摽 
5743,git3  ,擷 
5744,lou5  ,擼 
5745,jing1 ,攖 
5746,dyut6 ,敓 
5747,fu1   ,桴 
5748,guk1  ,梏 
5749,bui3  ,梖 
5750,jim5  ,棪 
5751,geoi1 ,椐 
5752,sam6  ,椹 
5753,lyun4 ,欒 
5754,taan3 ,歎 
5755,wan5  ,殞 
5756,hong4 ,沆 
5757,min5  ,沔 
5758,gam1  ,泔 
5759,jyu5  ,洳 
5760,gong3 ,洚 
5761,jan1  ,洇 
5762,gwai1 ,溈 
5763,gam2  ,澉 
5764,waan4 ,澴 
5765,zyu1  ,瀦 
5766,lim6  ,瀲 
5767,cam4  ,灊 
5768,toi4  ,炱 
5769,gwan1 ,焜 
5770,wat6  ,燏 
5771,kau4  ,犰 
5772,haai5 ,獬 
5773,lok3  ,珞 
5774,ging2 ,璟 
5775,ngoi3 ,璦 
5776,jyu4  ,璵 
5777,soeng1,瓖 
5778,luk6  ,甪 
5779,hyun2 ,畎 
5780,hau4  ,瘊 
5781,hap6  ,盍 
5782,lung4 ,矓 
5783,gip3  ,硤 
5784,leoi5 ,礧 
5785,jyu5  ,窳 
5786,gau2  ,笱 
5787,wong4 ,篁 
5788,jau2  ,糅 
5789,cau3  ,糗 
5790,gim1  ,縑 
5791,mei4  ,縻 
5792,kit3  ,羯 
5793,leoi4 ,羸 
5794,syu6  ,腧 
5795,ji4   ,臑 
5796,jan3  ,舋 
5797,saan1 ,舢 
5798,gong1 ,舡 
5799,go2   ,舸 
5800,fat1  ,艴 
5801,geoi6 ,苣 
5802,zyu1  ,茱 
5803,coi2  ,茞 
5804,gwan1 ,莙 
5805,tou3  ,菟 
5806,baa1  ,葩 
5807,seon4 ,蓴 
5808,cap1  ,蕺 
5809,joeng4,蘘 
5810,mei4  ,蘼 
5811,naam4 ,蝻 
5812,bin2  ,褊 
5813,ci2   ,褫 
5814,daap3 ,褡 
5815,buk6  ,襆 
5816,hat6  ,覡 
5817,gat1  ,訖 
5818,cyun4 ,詮 
5819,gau3  ,詬 
5820,tang4 ,謄 
5821,hei1  ,譆 
5822,tyun4 ,豚 
5823,loi6  ,賚 
5824,naan5 ,赧 
5825,lit6  ,趔 
5826,cip3  ,跕 
5827,nin5  ,蹍 
5828,gin2  ,蹇 
5829,sin1  ,躚 
5830,cyun1 ,躥 
5831,naai5 ,迺 
5832,haai5 ,邂 
5833,gap3  ,郃 
5834,sing4 ,郕 
5835,gou3  ,郜 
5836,ling4 ,酃 
5837,hoi2  ,醢 
5838,saam1 ,釤 
5839,baan2 ,鈑 
5840,kong3 ,鈧 
5841,loi4  ,錸 
5842,gwo2  ,錁 
5843,kaai2 ,鍇 
5844,lou4  ,鐒 
5845,wai4  ,闈 
5846,taap3 ,闒 
5847,dim3  ,阽 
5848,zing4 ,陘 
5849,ngai5 ,隗 
5850,mut6  ,靺 
5851,cau1  ,鞦 
5852,wai5  ,韙 
5853,sau1  ,餿 
5854,mou6  ,騖 
5855,waa4  ,驊 
5856,maau4 ,髳 
5857,tyun4 ,魨 
5858,tai4  ,鵜 
5859,ngok6 ,鶚 
5860,mou6  ,鶩 
5861,gwan1 ,麇 
5862,zeoi2 ,齟 
5863,kong3 ,伉 
5864,baak3 ,佰 
5865,hung1 ,倥 
5866,geoi2 ,偊 
5867,leoi4 ,儽 
5868,zi6   ,兕 
5869,can2  ,哂 
5870,hang1 ,啈 
5871,gaak3 ,嗝 
5872,coek3 ,噱 
5873,giu3  ,噭 
5874,pei2  ,圮 
5875,lyut3 ,埒 
5876,kong3 ,夼 
5877,kam5  ,妗 
5878,biu2  ,婊 
5879,waak6 ,嫿 
5880,pei3  ,嬖 
5881,diu2  ,屌 
5882,leon4 ,崙 
5883,gwok3 ,崞 
5884,gu3   ,崮 
5885,jiu4  ,嶢 
5886,jik6  ,嶧 
5887,gwok3 ,幗 
5888,king2 ,廎 
5889,tim2  ,忝 
5890,kyun4 ,惓 
5891,bik1  ,愎 
5892,kui2  ,憒 
5893,zau1  ,掫 
5894,sok3  ,搠 
5895,zek3  ,摭 
5896,tyun4 ,摶 
5897,lo2   ,摞 
5898,sang3 ,擤 
5899,zoek3 ,斮 
5900,lau4  ,旒 
5901,jan1  ,昕 
5902,fong2 ,昉 
5903,juk1  ,昱 
5904,heoi2 ,昫 
5905,am2   ,晻 
5906,joeng4,暘 
5907,hoeng3,曏 
5908,jik6  ,杙 
5909,jai6  ,枻 
5910,zuk1  ,柷 
5911,ting5 ,梃 
5912,bai6  ,梐 
5913,gok3  ,桷 
5914,cam1  ,棽 
5915,fan4  ,棼 
5916,seon5 ,楯 
5917,fei2  ,榧 
5918,lik1  ,櫪 
5919,lou4  ,櫨 
5920,piu5  ,殍 
5921,ci5   ,汜 
5922,hin1  ,汧 
5923,maau5 ,泖 
5924,fui2  ,洧 
5925,gwik1 ,洫 
5926,syu4  ,洙 
5927,fuk6  ,洑 
5928,luk6  ,淥 
5929,zin1  ,湔 
5930,syu6  ,澍 
5931,si1   ,澌 
5932,geoi3 ,澽 
5933,baa3  ,灞 
5934,zyu3  ,炷 
5935,king4 ,煢 
5936,sin2  ,燹 
5937,geoi6 ,犋 
5938,bai6  ,狴 
5939,lei6  ,猁 
5940,san1  ,珅 
5941,faat3 ,琺 
5942,luk6  ,琭 
5943,so2   ,璅 
5944,faan4 ,璠 
5945,zeon3 ,璡 
5946,dong1 ,璫 
5947,bei2  ,畀 
5948,zi1   ,甾 
5949,can2  ,疹 
5950,ng4   ,痦 
5951,jyu5  ,瘐 
5952,lo2   ,瘰 
5953,lung4 ,癃 
5954,lai6  ,癘 
5955,loi6  ,睞 
5956,bin1  ,砭 
5957,nou5  ,砮 
5958,deoi3 ,碓 
5959,ding3 ,碇 
5960,hoi2  ,磑 
5961,fat1  ,祓 
5962,nung4 ,穠 
5963,leoi5 ,穭 
5964,sik1  ,窸 
5965,tiu4  ,笤 
5966,daat3 ,笪 
5967,keoi4 ,籧 
5968,seoi2 ,糈 
5969,gwing2,絅 
5970,siu1  ,綃 
5971,zeoi6 ,縋 
5972,kui2  ,繢 
5973,mak6  ,纆 
5974,gu2   ,罟 
5975,me1   ,羋 
5976,dai1  ,羝 
5977,nau6  ,耨 
5978,jau1  ,耰 
5979,daam1 ,聃 
5980,kut3  ,聒 
5981,jyu4  ,艅 
5982,caai4 ,茈 
5983,san1  ,莘 
5984,seoi1 ,荽 
5985,coeng4,萇 
5986,luk6  ,菉 
5987,saai2 ,葸 
5988,cau1  ,萩 
5989,zeon1 ,蓁 
5990,ngai6 ,蓺 
5991,kyut3 ,蕨 
5992,tai3  ,薙 
5993,ning4 ,薴 
5994,jing1 ,蘡 
5995,mong4 ,虻 
5996,ham1  ,蚶 
5997,jau4  ,蚰 
5998,hin2  ,蜆 
5999,maang5,蜢 
6000,zoeng1,蟑 
6001,tong4 ,螳 
6002,paang4,蟛 
6003,kam1  ,衾 
6004,cau4  ,裯 
6005,ciu3  ,誚 
6006,doek3 ,諑 
6007,kyut3 ,譎 
6008,zaan6 ,譔 
6009,wai6  ,讆 
6010,zip3  ,讋 
6011,goi1  ,賅 
6012,zik3  ,蹐 
6013,lip6  ,躐 
6014,mong5 ,輞 
6015,bei3  ,轡 
6016,doi6  ,迨 
6017,seon1 ,逡 
6018,ngou4 ,遨 
6019,bui3  ,邶 
6020,toi4  ,邰 
6021,hau6  ,郈 
6022,gwik1 ,郤 
6023,cai1  ,郪 
6024,mei4  ,郿 
6025,wu1   ,鄔 
6026,ngan4 ,鄞 
6027,jin1  ,鄢 
6028,caa1  ,釵 
6029,fu1   ,鈇 
6030,taa1  ,鉈 
6031,long4 ,鋃 
6032,ting5 ,鋌 
6033,zi1   ,鎡 
6034,jung4 ,鏞 
6035,taam4 ,鐔 
6036,jip3  ,靨 
6037,coeng3,韔 
6038,song2 ,顙 
6039,jim3  ,饜 
6040,piu3  ,驃 
6041,hei1  ,魌 
6042,zaa2  ,鮓 
6043,wong4 ,鰉 
6044,cai5  ,鱭 
6045,zam6  ,鴆 
6046,seon4 ,鶉 
6047,mou5  ,鵡 
6048,ze3   ,鷓 
6049,zi3   ,鷙 
6050,mei4  ,麋 
6051,fat1  ,黻 
6052,zi1   ,鼒 
6053,zai1  ,齏 
6054,cin1  ,仟 
6055,jat6  ,佾 
6056,jau6  ,侑 
6057,ci3   ,佽 
6058,gwai2 ,佹 
6059,gaak3 ,佫 
6060,geoi3 ,倨 
6061,coek3 ,倬 
6062,gok3  ,傕 
6063,zung2 ,傯 
6064,suk1  ,僳 
6065,caai4 ,儕 
6066,toi4  ,儓 
6067,tong2 ,儻 
6068,jyun4 ,刓 
6069,fu1   ,刳 
6070,huk1  ,勖 
6071,jai6  ,勩 
6072,maai6 ,勱 
6073,gau1  ,勼 
6074,sau2  ,叟 
6075,daa2  ,咑 
6076,m2    ,呣 
6077,me1   ,咩 
6078,gwaa3 ,咼 
6079,mau1  ,哞 
6080,cam3  ,唚 
6081,ding6 ,啶 
6082,miu1  ,喵 
6083,jung1 ,嗈 
6084,gaa2  ,嘏 
6085,cang1 ,噌 
6086,o2    ,嚄 
6087,cin2  ,囅 
6088,seon2 ,囟 
6089,ban3  ,坌 
6090,dim3  ,坫 
6091,goi1  ,垓 
6092,fat1  ,堀 
6093,to4   ,堶 
6094,zoek3 ,妁 
6095,daat3 ,妲 
6096,lou6  ,嫪 
6097,sin6  ,嬗 
6098,wu6   ,岵 
6099,ling4 ,崚 
6100,co1   ,嵯 
6101,dang3 ,嶗 
6102,mou4  ,廡 
6103,gau3  ,彀 
6104,soeng4,徜 
6105,nei4  ,怩 
6106,jam6  ,恁 
6107,syun1 ,悛 
6108,hung1 ,悾 
6109,fei2  ,悱 
6110,jam1  ,愔 
6111,haan1 ,慳 
6112,au1   ,慪 
6113,zaat3 ,拶 
6114,pau4  ,掊 
6115,baai2 ,捭 
6116,bong2 ,搒 
6117,zin2  ,搌 
6118,hin1  ,搴 
6119,kei1  ,攲 
6120,zin1  ,旃 
6121,gon3  ,旰 
6122,gwai2 ,晷 
6123,ai3   ,曀 
6124,ziu3  ,曌 
6125,gun2  ,朊 
6126,keoi4 ,朐 
6127,dai6  ,杕 
6128,caam4 ,棖 
6129,kit3  ,楬 
6130,caa4  ,槎 
6131,syu1  ,樗 
6132,jiu4  ,橈 
6133,zeoi3 ,檇 
6134,cim1  ,櫼 
6135,geoi2 ,櫸 
6136,mut6  ,歿 
6137,gun3  ,毌 
6138,oi2   ,毐 
6139,keoi4 ,氍 
6140,lit6  ,洌 
6141,zi6   ,涘 
6142,gaam3 ,淦 
6143,pei3  ,淠 
6144,fu2   ,滏 
6145,fu1   ,滹 
6146,coek3 ,潟 
6147,hung3 ,澒 
6148,mou5  ,潕 
6149,haai5 ,澥 
6150,bok6  ,濼 
6151,haai6 ,瀣 
6152,joeng4,烊 
6153,tung1 ,熥 
6154,maan4 ,熳 
6155,faan4 ,燔 
6156,cyun3 ,爨 
6157,pan5  ,牝 
6158,ng5   ,牾 
6159,gwo2  ,猓 
6160,zoeng1,獐 
6161,liu4  ,獠 
6162,kui2  ,獪 
6163,ding1 ,玎 
6164,ting5 ,珽 
6165,cung4 ,琮 
6166,cung1 ,璁 
6167,ngou4 ,璈 
6168,keoi4 ,璩 
6169,lik1  ,瓅 
6170,zan2  ,畛 
6171,jyun2 ,畹 
6172,zyu3  ,疰 
6173,lau6  ,瘺 
6174,zit3  ,癤 
6175,paau3 ,皰 
6176,am1   ,盦 
6177,fok3  ,矍 
6178,zang1 ,矰 
6179,long4 ,硠 
6180,cam2  ,磣 
6181,fu6   ,祔 
6182,maa6  ,禡 
6183,wang4 ,竑 
6184,leot6 ,篥 
6185,zou6  ,簉 
6186,tok3  ,籜 
6187,sai1  ,粞 
6188,gam1  ,紟 
6189,sit3  ,紲 
6190,fat1  ,紱 
6191,cau1  ,紬 
6192,dit6  ,紩 
6193,do2   ,綞 
6194,faan1 ,繙 
6195,aang1 ,罌 
6196,caan3 ,羼 
6197,ai3   ,翳 
6198,ding1 ,耵 
6199,kui2  ,聵 
6200,san6  ,胂 
6201,bin1  ,胼 
6202,leon4 ,膦 
6203,cyun2 ,舛 
6204,maang5,艋 
6205,jing4 ,艿 
6206,gaak3 ,茖 
6207,dik6  ,荻 
6208,taam2 ,菼 
6209,zi1   ,菑 
6210,jung2 ,蓊 
6211,lau4  ,蔞 
6212,jung1 ,蕹 
6213,kau4  ,虯 
6214,dau2  ,蚪 
6215,ci1   ,蚩 
6216,jeoi6 ,蚋 
6217,ceoi4 ,蜍 
6218,jik6  ,蜴 
6219,cai4  ,蠐 
6220,kwai4 ,蠵 
6221,niu5  ,褭 
6222,bik1  ,襞 
6223,sik1  ,襫 
6224,cuk1  ,觫 
6225,lei6  ,詈 
6226,gwaa3 ,詿 
6227,hyun1 ,諠 
6228,ciu4  ,譙 
6229,cam3  ,譖 
6230,zim1  ,譫 
6231,zin2  ,譾 
6232,cau4  ,讎 
6233,mak6  ,貊 
6234,pei4  ,貔 
6235,kau4  ,賕 
6236,wan1  ,贇 
6237,sin3  ,跣 
6238,dip6  ,蹀 
6239,bat1  ,蹕 
6240,lik1  ,躒 
6241,zau1  ,輈 
6242,leon4 ,轔 
6243,luk6  ,逯 
6244,taap3 ,遢 
6245,leot6 ,遹 
6246,laap6 ,邋 
6247,ban1  ,邠 
6248,bing2 ,邴 
6249,gwai1 ,邽 
6250,hei1  ,醯 
6251,ling4 ,醽 
6252,cyun1 ,釧 
6253,neoi5 ,釹 
6254,pik1  ,釽 
6255,daan3 ,鉭 
6256,co4   ,鉏 
6257,lou5  ,銠 
6258,hap6  ,鉿 
6259,kei4  ,錡 
6260,zi1   ,錙 
6261,ban1  ,錛 
6262,lau4  ,鎏 
6263,bok3  ,鎛 
6264,zuk6  ,鏃 
6265,cung1 ,鏦 
6266,biu1  ,鑣 
6267,wang4 ,閎 
6268,man4  ,閿 
6269,tin4  ,闐 
6270,waan4 ,闤 
6271,soeng5,鞝 
6272,guk1  ,鞫 
6273,zin1  ,韉 
6274,joeng4,颺 
6275,hoeng2,饗 
6276,laat6 ,鬎 
6277,jik1  ,鬩 
6278,gau1  ,鬮 
6279,coeng3,鬯 
6280,loeng5,魎 
6281,jim2  ,魘 
6282,syut3 ,鱈 
6283,hiu1  ,鴞 
6284,ci1   ,鴟 
6285,gaau1 ,鵁 
6286,juk6  ,鵒 
6287,jik6  ,鶂 
6288,ci4   ,鶿 
6289,wat1  ,黦 
6290,han2  ,齦 
6291,tok3  ,乇 
6292,mat1  ,乜 
6293,gei1  ,乩 
6294,ng5   ,仵 
6295,ging6 ,倞 
6296,noi6  ,倷 
6297,baak6 ,僰 
6298,giu1  ,儌 
6299,no4   ,儺 
6300,hak1  ,剋 
6301,keoi4 ,劬 
6302,jim2  ,厴 
6303,haai6 ,叡 
6304,ling4 ,呤 
6305,gan1  ,哏 
6306,zi1   ,呲 
6307,jap1  ,唈 
6308,leoi6 ,唳 
6309,waa1  ,喎 
6310,cin2  ,嘽 
6311,caai3 ,嘬 
6312,jyut6 ,噦 
6313,maa1  ,嚜 
6314,joeng4,垟 
6315,jiu1  ,垚 
6316,gok3  ,埆 
6317,zeon2 ,埻 
6318,jin4  ,埏 
6319,jung4 ,墉 
6320,king4 ,墘 
6321,ci4   ,墀 
6322,faan4 ,墦 
6323,lim4  ,奩 
6324,bei2  ,妣 
6325,mut6  ,妺 
6326,kwaa1 ,姱 
6327,ping1 ,娉 
6328,gwai1 ,媯 
6329,piu4  ,嫖 
6330,leoi4 ,嫘 
6331,seoi1 ,嬃 
6332,gwai2 ,宄 
6333,coi2  ,寀 
6334,haau1 ,尻 
6335,saai2 ,屣 
6336,ngaau4,崤 
6337,zi1   ,嵫 
6338,jyu4  ,崳 
6339,dai3  ,嵽 
6340,giu6  ,嶠 
6341,ji4   ,嶷 
6342,kwai1 ,巋 
6343,jau1  ,庥 
6344,koeng5,弶 
6345,hai4  ,徯 
6346,bin6  ,忭 
6347,wu6   ,怙 
6348,zok6  ,怍 
6349,kwan2 ,悃 
6350,gei6  ,惎 
6351,him3  ,慊 
6352,deoi6 ,憝 
6353,jik6  ,懌 
6354,deoi6 ,懟 
6355,kwan2 ,捃 
6356,so1   ,挲 
6357,zin1  ,揃 
6358,wat6  ,搰 
6359,dan3  ,撉 
6360,nong5 ,攮 
6361,zoek3 ,斫 
6362,mou4  ,旄 
6363,jyu4  ,旟 
6364,hei1  ,晞 
6365,hon3  ,暵 
6366,jip6  ,曄 
6367,mung4 ,曚 
6368,fei2  ,朏 
6369,ngat6 ,杌 
6370,tok3  ,柝 
6371,gwong1,桄 
6372,fu2   ,楛 
6373,gwat1 ,榾 
6374,gau1  ,樛 
6375,gou1  ,櫜 
6376,can3  ,櫬 
6377,saap3 ,歃 
6378,soeng1,殤 
6379,gan2  ,殣 
6380,ji3   ,殪 
6381,ngaau4,殽 
6382,pit3  ,氕 
6383,jan1  ,氤 
6384,faan3 ,氾 
6385,zeng2 ,汫 
6386,jyun5 ,泫 
6387,haau4 ,洨 
6388,hong1 ,洭 
6389,wu1   ,洿 
6390,ci2   ,泚 
6391,cuk1  ,涑 
6392,baan6 ,湴 
6393,zing1 ,湞 
6394,gwik1 ,湨 
6395,sau1  ,溲 
6396,zeon1 ,溱 
6397,jung2 ,滃 
6398,caan2 ,滻 
6399,sau1  ,滫 
6400,man5  ,澠 
6401,maan6 ,澫 
6402,hou4  ,濠 
6403,pei3  ,濞 
6404,jing4 ,瀅 
